id,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,REB_PCT,TS_PCT,USG_PCT,PIE,POSS,FGM_PG,FGA_PG,FG_PCT,SEASON
jade_mcdaniels_min_24,Jaden McDaniels,MIN,23.0,72,0.667,29.2,114.2,110.4,3.8,0.067,1.16,0.054,0.571,0.156,0.056,4268,4.3,8.7,0.489,2023-24
jade_mcdaniels_min_25,Jaden McDaniels,MIN,24.0,82,0.598,31.9,113.9,109.9,4.0,0.091,1.72,0.087,0.562,0.16,0.086,5323,4.9,10.2,0.477,2024-25
jade_mcdaniels_min_26,Jaden McDaniels,MIN,25.0,73,0.603,31.7,115.5,112.4,3.1,0.121,1.52,0.065,0.611,0.182,0.088,4908,5.7,11.1,0.515,2025-26
jade_springer_tot_24,Jaden Springer,TOT,21.0,49,0.653,10.3,112.4,112.9,-0.5,0.121,1.29,0.078,0.49,0.167,0.055,1046,1.2,3.0,0.399,2023-24
jae_crowder_bos_17,Jae Crowder,BOS,26.0,72,0.667,32.4,114.1,106.3,7.8,0.097,1.94,0.087,0.613,0.169,0.103,4773,4.6,10.0,0.463,2016-17
jae_crowder_tot_18,Jae Crowder,TOT,27.0,80,0.65,26.1,107.9,107.2,0.6,0.071,1.34,0.066,0.525,0.169,0.061,4339,3.4,8.4,0.404,2017-18
jae_crowder_uta_19,Jae Crowder,UTA,28.0,80,0.6,27.1,109.7,105.3,4.4,0.09,1.56,0.083,0.538,0.183,0.086,4656,4.0,10.0,0.399,2018-19
jae_crowder_tot_20,Jae Crowder,TOT,29.0,65,0.446,28.8,109.0,111.9,-2.9,0.117,2.33,0.098,0.553,0.152,0.089,4024,3.5,8.7,0.401,2019-20
jae_crowder_pho_21,Jae Crowder,PHX,30.0,60,0.7,27.5,114.3,107.9,6.3,0.102,2.31,0.085,0.574,0.152,0.081,3434,3.3,8.2,0.404,2020-21
jae_crowder_pho_22,Jae Crowder,PHX,31.0,67,0.806,28.1,116.1,105.9,10.2,0.08,2.25,0.092,0.541,0.146,0.077,3966,3.2,8.1,0.399,2021-22
jae_crowder_mil_23,Jae Crowder,MIL,32.0,18,0.722,18.9,111.0,111.8,-0.8,0.102,3.86,0.092,0.624,0.125,0.096,743,2.5,5.2,0.479,2022-23
jae_crowder_mil_24,Jae Crowder,MIL,33.0,50,0.5,23.1,112.3,114.9,-2.6,0.076,2.87,0.069,0.546,0.113,0.059,2441,2.3,5.4,0.422,2023-24
jae_crowder_sac_25,Jae Crowder,SAC,34.0,9,0.333,11.4,101.9,109.2,-7.4,0.077,1.5,0.093,0.467,0.113,0.048,215,0.8,2.4,0.318,2024-25
jae'_tate_hou_21,Jae'Sean Tate,HOU,25.0,70,0.243,29.2,108.0,111.8,-3.8,0.127,1.82,0.088,0.576,0.161,0.083,4360,4.5,8.9,0.506,2020-21
jae'_tate_hou_22,Jae'Sean Tate,HOU,26.0,78,0.244,26.4,105.3,114.2,-8.9,0.171,1.6,0.098,0.567,0.194,0.09,4361,4.7,9.3,0.498,2021-22
jae'_tate_hou_23,Jae'Sean Tate,HOU,27.0,31,0.226,21.9,107.5,114.8,-7.3,0.184,1.79,0.082,0.546,0.178,0.076,1432,3.5,7.4,0.48,2022-23
jae'_tate_hou_24,Jae'Sean Tate,HOU,28.0,65,0.492,15.9,110.1,105.0,5.1,0.085,1.73,0.09,0.538,0.115,0.059,2168,1.7,3.5,0.472,2023-24
jae'_tate_hou_25,Jae'Sean Tate,HOU,29.0,52,0.731,11.3,111.0,104.7,6.3,0.107,2.14,0.089,0.557,0.126,0.071,1251,1.3,2.8,0.473,2024-25
jahl_okafor_phi_17,Jahlil Okafor,PHI,21.0,50,0.3,22.7,96.5,110.1,-13.7,0.097,0.64,0.104,0.546,0.244,0.097,2311,4.8,9.4,0.514,2016-17
jahl_okafor_tot_18,Jahlil Okafor,TOT,22.0,28,0.25,12.6,92.6,115.2,-22.6,0.07,0.57,0.122,0.584,0.216,0.105,716,2.8,4.9,0.558,2017-18
jahl_okafor_nop_19,Jahlil Okafor,NOP,23.0,59,0.39,15.8,106.0,111.5,-5.5,0.064,0.77,0.14,0.603,0.198,0.115,2018,3.6,6.1,0.586,2018-19
jahl_okafor_nop_20,Jahlil Okafor,NOP,24.0,30,0.3,15.6,105.7,115.7,-10.1,0.121,0.97,0.128,0.642,0.195,0.109,1004,3.4,5.4,0.623,2019-20
jahl_okafor_det_21,Jahlil Okafor,DET,25.0,27,0.185,12.9,98.5,108.7,-10.2,0.066,0.62,0.096,0.644,0.17,0.089,717,2.3,3.8,0.618,2020-21
jahm_mashack_mem_26,Jahmai Mashack,MEM,23.0,31,0.323,21.7,106.2,120.7,-14.5,0.141,1.41,0.057,0.456,0.156,0.041,1459,2.5,6.3,0.395,2025-26
jahm_ramsey_tor_24,Jahmi'us Ramsey,TOR,23.0,7,0.0,17.3,100.4,110.8,-10.4,0.103,1.14,0.085,0.538,0.18,0.085,259,2.6,5.9,0.439,2023-24
jaim_jaquez_mia_24,Jaime Jaquez Jr.,MIA,23.0,75,0.587,28.2,113.1,110.4,2.8,0.137,1.77,0.067,0.574,0.181,0.084,4319,4.5,9.3,0.489,2023-24
jaim_jaquez_mia_25,Jaime Jaquez Jr.,MIA,24.0,66,0.485,20.7,107.9,113.9,-6.0,0.181,1.69,0.103,0.543,0.194,0.098,2835,3.2,7.0,0.461,2024-25
jaim_jaquez_mia_26,Jaime Jaquez Jr.,MIA,25.0,75,0.547,28.3,114.7,111.9,2.9,0.24,2.32,0.08,0.57,0.216,0.113,4666,6.2,12.2,0.507,2025-26
jake_laravia_mem_23,Jake LaRavia,MEM,21.0,35,0.629,11.8,106.4,113.9,-7.6,0.068,1.17,0.072,0.531,0.117,0.04,879,1.1,2.7,0.389,2022-23
jake_laravia_mem_24,Jake LaRavia,MEM,22.0,35,0.229,23.0,105.2,111.9,-6.7,0.116,1.29,0.074,0.54,0.201,0.083,1668,3.4,8.7,0.389,2023-24
jake_laravia_tot_25,Jake LaRavia,TOT,23.0,66,0.606,20.4,115.0,111.2,3.8,0.15,1.84,0.091,0.591,0.14,0.081,2926,2.4,5.1,0.475,2024-25
jake_laravia_lal_26,Jake LaRavia,LAL,24.0,82,0.646,25.1,116.1,116.1,0.0,0.093,1.67,0.081,0.571,0.138,0.067,4314,2.9,6.4,0.459,2025-26
jake_layman_por_19,Jake Layman,POR,25.0,71,0.648,18.7,110.8,108.9,2.0,0.056,1.15,0.079,0.594,0.156,0.082,2799,3.0,6.0,0.509,2018-19
jake_layman_min_20,Jake Layman,MIN,26.0,23,0.478,22.0,106.6,104.6,2.0,0.041,0.63,0.052,0.544,0.165,0.059,1154,3.5,7.8,0.453,2019-20
jake_layman_min_21,Jake Layman,MIN,27.0,45,0.267,13.9,101.5,107.3,-5.8,0.067,1.08,0.051,0.577,0.147,0.074,1360,2.0,4.1,0.495,2020-21
jako_poeltl_tor_17,Jakob Poeltl,TOR,21.0,54,0.704,11.6,100.9,101.0,-0.1,0.03,0.41,0.133,0.589,0.117,0.057,1256,1.2,2.1,0.583,2016-17
jako_poeltl_tor_18,Jakob Poeltl,TOR,22.0,82,0.72,18.6,111.9,103.7,8.3,0.054,0.67,0.129,0.662,0.143,0.097,3129,3.1,4.7,0.659,2017-18
jako_poeltl_sas_19,Jakob Poeltl,SAS,23.0,77,0.558,16.5,110.0,106.1,3.9,0.099,1.94,0.154,0.64,0.125,0.11,2668,2.4,3.8,0.645,2018-19
jako_poeltl_sas_20,Jakob Poeltl,SAS,24.0,66,0.455,17.7,114.5,108.9,5.7,0.126,2.15,0.152,0.612,0.125,0.107,2525,2.5,4.0,0.624,2019-20
jako_poeltl_sas_21,Jakob Poeltl,SAS,25.0,69,0.464,26.7,112.2,109.0,3.2,0.096,1.61,0.143,0.612,0.13,0.1,3831,3.8,6.2,0.616,2020-21
jako_poeltl_sas_22,Jakob Poeltl,SAS,26.0,68,0.441,29.0,115.2,111.8,3.4,0.131,1.73,0.154,0.613,0.182,0.119,4119,6.0,9.8,0.618,2021-22
jako_poeltl_tot_23,Jakob Poeltl,TOT,27.0,72,0.361,26.5,112.4,115.5,-3.1,0.146,1.58,0.174,0.635,0.18,0.13,3983,5.4,8.6,0.629,2022-23
jako_poeltl_tor_24,Jakob Poeltl,TOR,28.0,50,0.42,26.4,113.6,114.2,-0.6,0.131,1.65,0.162,0.653,0.16,0.117,2763,5.0,7.6,0.656,2023-24
jako_poeltl_tor_25,Jakob Poeltl,TOR,29.0,57,0.368,29.6,111.2,111.9,-0.7,0.136,1.42,0.158,0.641,0.184,0.133,3557,6.4,10.2,0.627,2024-25
jako_poeltl_tor_26,Jakob Poeltl,TOR,30.0,46,0.565,25.0,114.7,112.6,2.0,0.111,1.63,0.145,0.698,0.15,0.115,2402,4.7,6.7,0.7,2025-26
jale_brunson_dal_19,Jalen Brunson,DAL,22.0,73,0.37,21.8,107.7,110.4,-2.8,0.223,2.61,0.05,0.549,0.186,0.088,3333,3.6,7.7,0.467,2018-19
jale_brunson_dal_20,Jalen Brunson,DAL,23.0,57,0.596,17.9,113.2,105.6,7.6,0.265,2.85,0.061,0.553,0.199,0.107,2149,3.2,6.8,0.466,2019-20
jale_brunson_dal_21,Jalen Brunson,DAL,24.0,68,0.588,25.0,113.7,108.7,4.9,0.215,2.99,0.067,0.618,0.196,0.123,3490,4.8,9.2,0.523,2020-21
jale_brunson_dal_22,Jalen Brunson,DAL,25.0,79,0.633,31.9,113.8,109.4,4.4,0.237,3.04,0.062,0.583,0.215,0.122,5036,6.4,12.8,0.502,2021-22
jale_brunson_nyk_23,Jalen Brunson,NYK,26.0,68,0.588,35.0,119.2,117.1,2.1,0.28,2.96,0.05,0.597,0.266,0.138,4860,8.6,17.6,0.491,2022-23
jale_brunson_nyk_24,Jalen Brunson,NYK,27.0,77,0.636,35.4,121.2,112.6,8.6,0.315,2.79,0.051,0.592,0.311,0.156,5508,10.3,21.4,0.479,2023-24
jale_brunson_nyk_25,Jalen Brunson,NYK,28.0,65,0.615,35.4,118.3,115.7,2.6,0.318,2.9,0.042,0.605,0.289,0.138,4697,9.0,18.5,0.488,2024-25
jale_brunson_nyk_26,Jalen Brunson,NYK,29.0,74,0.676,35.0,120.2,114.1,6.1,0.307,2.87,0.047,0.58,0.296,0.135,5313,9.3,19.9,0.467,2025-26
jale_duren_det_23,Jalen Duren,DET,19.0,67,0.239,24.9,108.0,116.2,-8.3,0.069,0.82,0.174,0.655,0.139,0.116,3493,3.9,5.9,0.648,2022-23
jale_duren_det_24,Jalen Duren,DET,20.0,61,0.213,29.1,109.3,117.0,-7.6,0.123,1.14,0.194,0.653,0.181,0.137,3730,5.7,9.2,0.619,2023-24
jale_duren_det_25,Jalen Duren,DET,21.0,78,0.551,26.1,115.5,114.0,1.5,0.141,1.54,0.199,0.703,0.161,0.14,4278,4.8,7.0,0.692,2024-25
jale_duren_det_26,Jalen Duren,DET,22.0,70,0.714,28.2,120.0,108.2,11.8,0.104,1.06,0.182,0.688,0.231,0.177,4145,7.5,11.5,0.65,2025-26
jale_green_hou_22,Jalen Green,HOU,20.0,67,0.179,31.9,105.7,116.9,-11.3,0.132,1.3,0.051,0.547,0.234,0.085,4563,6.1,14.2,0.426,2021-22
jale_green_hou_23,Jalen Green,HOU,21.0,76,0.263,34.2,111.2,120.0,-8.7,0.169,1.41,0.053,0.538,0.274,0.096,5469,7.4,17.9,0.416,2022-23
jale_green_hou_24,Jalen Green,HOU,22.0,82,0.5,31.7,113.8,113.8,0.0,0.17,1.52,0.078,0.541,0.27,0.111,5448,6.9,16.2,0.423,2023-24
jale_green_hou_25,Jalen Green,HOU,23.0,82,0.634,32.9,113.8,111.1,2.8,0.159,1.39,0.065,0.544,0.267,0.111,5610,7.4,17.5,0.423,2024-25
jale_green_pho_26,Jalen Green,PHX,24.0,32,0.531,25.9,114.2,113.5,0.7,0.181,1.26,0.067,0.516,0.309,0.106,1727,6.8,16.0,0.422,2025-26
jale_harris_tor_21,Jalen Harris,TOR,22.0,13,0.231,13.2,108.2,107.8,0.3,0.153,1.21,0.052,0.632,0.219,0.097,368,2.8,5.5,0.5,2020-21
jale_hood-schifino_tot_25,Jalen Hood-Schifino,TOT,22.0,15,0.2,21.0,107.2,123.5,-16.4,0.165,2.06,0.041,0.494,0.164,0.049,670,2.5,6.5,0.378,2024-25
jale_johnson_atl_23,Jalen Johnson,ATL,21.0,70,0.5,14.9,111.1,110.8,0.3,0.106,2.02,0.131,0.554,0.156,0.099,2234,2.3,4.6,0.491,2022-23
jale_johnson_atl_24,Jalen Johnson,ATL,22.0,56,0.482,33.7,113.3,115.2,-1.9,0.154,2.01,0.122,0.584,0.184,0.117,4084,6.4,12.5,0.511,2023-24
jale_johnson_atl_25,Jalen Johnson,ATL,23.0,36,0.5,35.7,111.8,110.2,1.6,0.203,1.71,0.132,0.569,0.214,0.135,2858,7.5,15.1,0.5,2024-25
jale_johnson_atl_26,Jalen Johnson,ATL,24.0,72,0.583,35.2,115.5,112.3,3.2,0.325,2.32,0.14,0.581,0.264,0.161,5468,8.3,17.1,0.489,2025-26
jale_jones_tot_18,Jalen Jones,TOT,25.0,16,0.188,11.3,109.3,115.9,-6.6,0.032,0.57,0.104,0.485,0.193,0.051,364,1.6,4.3,0.382,2017-18
jale_jones_cle_19,Jalen Jones,CLE,26.0,16,0.188,13.4,105.7,112.5,-6.7,0.05,0.88,0.08,0.548,0.162,0.054,454,1.6,3.9,0.419,2018-19
jale_mcdaniels_cho_20,Jalen McDaniels,CHA,22.0,16,0.438,18.3,105.3,108.8,-3.6,0.069,1.18,0.11,0.574,0.131,0.075,586,2.1,4.4,0.471,2019-20
jale_mcdaniels_cho_21,Jalen McDaniels,CHA,23.0,47,0.383,19.2,104.6,113.9,-9.4,0.09,1.18,0.091,0.554,0.169,0.073,1852,2.8,6.0,0.468,2020-21
jale_mcdaniels_cho_22,Jalen McDaniels,CHA,24.0,55,0.618,16.3,111.7,109.1,2.6,0.089,1.61,0.089,0.595,0.152,0.082,1882,2.2,4.6,0.484,2021-22
jale_mcdaniels_tot_23,Jalen McDaniels,TOT,25.0,80,0.388,23.9,110.5,113.9,-3.4,0.094,1.4,0.087,0.557,0.165,0.08,4079,3.5,7.7,0.455,2022-23
jale_mcdaniels_tor_24,Jalen McDaniels,TOR,26.0,50,0.24,10.8,100.9,115.0,-14.1,0.105,1.23,0.069,0.412,0.179,0.036,1141,1.3,3.8,0.344,2023-24
jale_pickett_den_25,Jalen Pickett,DEN,25.0,49,0.633,13.6,112.6,109.7,2.9,0.211,4.46,0.051,0.545,0.13,0.078,1383,1.6,3.7,0.428,2024-25
jale_pickett_den_26,Jalen Pickett,DEN,26.0,50,0.68,16.1,112.1,112.4,-0.4,0.208,3.38,0.067,0.541,0.148,0.084,1650,2.0,4.6,0.422,2025-26
jale_slawson_ind_26,Jalen Slawson,IND,26.0,13,0.231,23.9,106.8,111.1,-4.3,0.167,2.12,0.086,0.562,0.136,0.09,657,2.6,5.9,0.442,2025-26
jale_smith_tot_22,Jalen Smith,TOT,22.0,51,0.569,18.1,112.0,109.3,2.7,0.038,0.57,0.157,0.595,0.193,0.119,1930,3.5,6.9,0.503,2021-22
jale_smith_ind_23,Jalen Smith,IND,23.0,68,0.456,18.8,111.4,115.3,-3.8,0.076,0.92,0.146,0.565,0.201,0.099,2763,3.6,7.5,0.476,2022-23
jale_smith_ind_24,Jalen Smith,IND,24.0,61,0.59,17.2,119.5,118.6,1.0,0.078,1.43,0.16,0.682,0.187,0.124,2231,3.8,6.5,0.592,2023-24
jale_smith_chi_25,Jalen Smith,CHI,25.0,64,0.438,15.0,110.3,111.5,-1.2,0.101,1.76,0.165,0.586,0.201,0.133,2122,3.0,6.4,0.466,2024-25
jale_smith_chi_26,Jalen Smith,CHI,26.0,53,0.491,20.7,116.4,113.0,3.4,0.081,1.23,0.152,0.608,0.183,0.109,2371,3.7,7.6,0.483,2025-26
jale_suggs_orl_22,Jalen Suggs,ORL,21.0,48,0.333,27.2,100.6,107.8,-7.1,0.249,1.46,0.061,0.455,0.244,0.064,2785,4.1,11.4,0.361,2021-22
jale_suggs_orl_23,Jalen Suggs,ORL,22.0,53,0.377,23.5,109.7,111.0,-1.3,0.179,1.65,0.063,0.528,0.196,0.077,2638,3.5,8.4,0.419,2022-23
jale_suggs_orl_24,Jalen Suggs,ORL,23.0,75,0.573,27.0,111.8,110.8,1.0,0.147,1.55,0.058,0.602,0.191,0.088,4212,4.5,9.5,0.471,2023-24
jale_suggs_orl_25,Jalen Suggs,ORL,24.0,35,0.571,28.6,105.7,104.8,1.0,0.216,1.26,0.072,0.536,0.268,0.107,2060,5.6,13.7,0.41,2024-25
jale_suggs_orl_26,Jalen Suggs,ORL,25.0,57,0.596,27.6,113.6,108.4,5.2,0.284,2.05,0.068,0.561,0.22,0.11,3428,4.9,11.4,0.435,2025-26
jale_williams_okc_23,Jalen Williams,OKC,22.0,75,0.48,30.3,111.6,112.6,-1.0,0.152,2.02,0.071,0.601,0.18,0.102,4903,5.5,10.6,0.521,2022-23
jale_williams_okc_24,Jalen Williams,OKC,23.0,71,0.718,31.3,117.7,108.9,8.8,0.202,2.62,0.062,0.621,0.232,0.123,4752,7.5,14.0,0.54,2023-24
jale_williams_okc_25,Jalen Williams,OKC,24.0,69,0.797,32.4,116.7,106.5,10.2,0.233,2.36,0.079,0.573,0.27,0.138,4760,8.2,16.9,0.484,2024-25
jale_williams_okc_26,Jalen Williams,OKC,25.0,33,0.758,28.4,118.1,106.4,11.7,0.274,2.87,0.079,0.56,0.252,0.135,1999,6.5,13.5,0.484,2025-26
jale_wilson_brk_24,Jalen Wilson,BKN,23.0,43,0.326,15.5,111.4,113.0,-1.6,0.095,2.37,0.097,0.537,0.138,0.075,1351,1.8,4.2,0.425,2023-24
jale_wilson_brk_25,Jalen Wilson,BKN,24.0,79,0.316,25.7,106.9,113.7,-6.7,0.11,1.84,0.067,0.541,0.161,0.065,4122,3.1,7.8,0.397,2024-25
jale_wilson_brk_26,Jalen Wilson,BKN,25.0,54,0.185,15.9,104.5,115.4,-10.9,0.098,1.32,0.067,0.536,0.177,0.061,1764,2.0,5.1,0.396,2025-26
jama_cain_mia_23,Jamal Cain,MIA,24.0,18,0.556,13.3,108.0,102.5,5.5,0.076,2.0,0.105,0.647,0.139,0.114,511,2.1,3.7,0.561,2022-23
jama_cain_mia_24,Jamal Cain,MIA,25.0,26,0.538,10.0,105.4,108.8,-3.4,0.056,1.25,0.072,0.544,0.158,0.068,540,1.3,3.0,0.43,2023-24
jama_cain_nop_25,Jamal Cain,NOP,26.0,37,0.162,13.6,106.4,119.3,-12.9,0.065,1.0,0.082,0.544,0.167,0.067,1052,1.8,4.3,0.43,2024-25
jama_cain_orl_26,Jamal Cain,ORL,27.0,40,0.55,12.1,118.0,113.5,4.5,0.085,1.53,0.08,0.624,0.159,0.081,1021,1.9,3.8,0.487,2025-26
jama_crawford_lac_17,Jamal Crawford,LAC,37.0,82,0.622,26.3,106.9,107.9,-1.0,0.159,1.6,0.03,0.525,0.22,0.079,4465,4.4,10.6,0.413,2016-17
jama_crawford_min_18,Jamal Crawford,MIN,38.0,80,0.563,20.7,108.4,112.8,-4.5,0.177,1.95,0.031,0.519,0.231,0.079,3384,3.9,9.3,0.415,2017-18
jama_crawford_pho_19,Jamal Crawford,PHX,39.0,64,0.203,18.9,101.4,116.5,-15.1,0.283,2.31,0.034,0.522,0.198,0.083,2632,2.7,6.8,0.397,2018-19
jama_murray_den_17,Jamal Murray,DEN,20.0,82,0.488,21.5,110.2,108.0,2.2,0.142,1.5,0.059,0.518,0.212,0.078,3700,3.6,8.9,0.404,2016-17
jama_murray_den_18,Jamal Murray,DEN,21.0,81,0.568,31.7,113.9,110.2,3.7,0.159,1.59,0.06,0.576,0.223,0.096,5237,5.9,13.1,0.451,2017-18
jama_murray_den_19,Jamal Murray,DEN,22.0,75,0.653,32.6,112.8,108.0,4.8,0.22,2.3,0.063,0.538,0.241,0.108,5074,6.8,15.6,0.437,2018-19
jama_murray_den_20,Jamal Murray,DEN,23.0,59,0.644,32.3,113.0,107.7,5.3,0.228,2.24,0.063,0.559,0.248,0.121,3882,6.9,15.2,0.456,2019-20
jama_murray_den_21,Jamal Murray,DEN,24.0,48,0.646,35.5,118.6,110.6,8.0,0.197,2.14,0.059,0.592,0.244,0.117,3468,7.9,16.5,0.477,2020-21
jama_murray_den_23,Jamal Murray,DEN,26.0,65,0.662,32.8,118.9,112.5,6.4,0.265,2.76,0.062,0.571,0.256,0.121,4413,7.3,16.0,0.454,2022-23
jama_murray_den_24,Jamal Murray,DEN,27.0,59,0.746,31.5,120.7,112.4,8.2,0.296,3.07,0.066,0.586,0.273,0.137,3790,8.0,16.7,0.481,2023-24
jama_murray_den_25,Jamal Murray,DEN,28.0,67,0.612,36.1,122.0,115.5,6.5,0.223,2.92,0.053,0.584,0.235,0.111,5075,7.9,16.7,0.474,2024-25
jama_murray_den_26,Jamal Murray,DEN,29.0,75,0.64,35.4,124.4,117.7,6.8,0.298,3.13,0.063,0.622,0.269,0.142,5541,8.8,18.1,0.483,2025-26
jama_shead_tor_25,Jamal Shead,TOR,22.0,75,0.373,19.6,105.5,113.3,-7.8,0.307,2.7,0.037,0.499,0.179,0.07,3127,2.7,6.7,0.405,2024-25
jama_shead_tor_26,Jamal Shead,TOR,23.0,82,0.561,22.6,114.1,108.3,5.8,0.306,3.96,0.038,0.491,0.149,0.078,3878,2.3,6.1,0.367,2025-26
jama_bouyea_tot_23,Jamaree Bouyea,TOT,24.0,5,0.4,14.1,106.5,119.7,-13.2,0.091,1.0,0.049,0.504,0.12,0.039,138,1.2,2.8,0.429,2022-23
jama_bouyea_tot_24,Jamaree Bouyea,TOT,25.0,9,0.222,10.5,94.0,101.5,-7.5,0.183,1.22,0.094,0.375,0.162,0.041,199,1.1,3.1,0.357,2023-24
jama_bouyea_mil_25,Jamaree Bouyea,MIL,26.0,5,0.8,12.3,118.5,117.8,0.6,0.213,1.25,0.041,0.581,0.163,0.067,130,1.2,2.4,0.5,2024-25
jama_bouyea_pho_26,Jamaree Bouyea,PHX,26.0,46,0.5,14.0,106.0,104.6,1.4,0.191,2.73,0.062,0.523,0.184,0.103,1301,2.3,5.1,0.458,2025-26
jame_nelson_den_17,Jameer Nelson,DEN,35.0,75,0.453,27.3,112.5,109.6,2.9,0.258,3.01,0.046,0.544,0.156,0.075,4237,3.6,8.1,0.444,2016-17
jame_nelson_tot_18,Jameer Nelson,TOT,36.0,50,0.5,20.3,103.1,108.7,-5.7,0.255,2.67,0.052,0.489,0.137,0.065,2124,1.9,4.9,0.389,2017-18
jame_artis_orl_18,Jamel Artis,ORL,25.0,15,0.267,18.6,103.5,104.4,-0.9,0.098,2.25,0.064,0.457,0.142,0.062,564,2.1,5.3,0.392,2017-18
jame_bouknight_cho_23,James Bouknight,CHA,22.0,34,0.265,15.2,102.6,110.9,-8.3,0.117,1.28,0.066,0.463,0.192,0.05,1095,2.0,5.7,0.358,2022-23
jame_ennis_mem_17,James Ennis III,MEM,26.0,64,0.5,23.4,105.4,103.8,1.5,0.067,1.08,0.085,0.581,0.127,0.07,2962,2.3,5.0,0.455,2016-17
jame_ennis_tot_18,James Ennis III,TOT,27.0,72,0.347,22.3,102.3,107.9,-5.6,0.069,1.27,0.07,0.588,0.134,0.073,3240,2.5,5.3,0.474,2017-18
jame_ennis_tot_19,James Ennis III,TOT,28.0,58,0.603,21.2,110.5,109.8,0.7,0.047,1.21,0.074,0.59,0.125,0.056,2576,2.4,5.1,0.469,2018-19
jame_ennis_tot_20,James Ennis III,TOT,29.0,69,0.609,18.3,110.3,110.2,0.1,0.067,1.09,0.096,0.565,0.151,0.068,2693,2.3,5.2,0.446,2019-20
jame_ennis_orl_21,James Ennis III,ORL,30.0,41,0.293,24.1,107.9,111.7,-3.8,0.087,1.72,0.082,0.613,0.137,0.077,2049,2.8,5.9,0.473,2020-21
jame_harden_hou_17,James Harden,HOU,27.0,81,0.667,36.4,115.6,108.9,6.7,0.505,1.95,0.109,0.613,0.333,0.19,6223,8.3,18.9,0.44,2016-17
jame_harden_hou_18,James Harden,HOU,28.0,72,0.819,35.4,116.2,106.2,10.0,0.449,2.0,0.078,0.619,0.353,0.194,5223,9.0,20.1,0.449,2017-18
jame_harden_hou_19,James Harden,HOU,29.0,78,0.654,36.8,116.6,110.3,6.3,0.394,1.51,0.089,0.616,0.396,0.201,5851,10.8,24.5,0.442,2018-19
jame_harden_hou_20,James Harden,HOU,30.0,68,0.632,36.5,114.0,108.2,5.8,0.366,1.66,0.083,0.626,0.356,0.19,5319,9.9,22.3,0.444,2019-20
jame_harden_tot_21,James Harden,TOT,31.0,44,0.705,36.6,117.2,114.3,2.9,0.442,2.68,0.111,0.618,0.283,0.174,3347,7.8,16.7,0.466,2020-21
jame_harden_tot_22,James Harden,TOT,32.0,65,0.615,37.2,114.9,111.4,3.5,0.401,2.35,0.103,0.583,0.266,0.153,5015,6.3,15.3,0.41,2021-22
jame_harden_phi_23,James Harden,PHI,33.0,58,0.672,36.8,119.4,113.3,6.1,0.439,3.17,0.088,0.607,0.247,0.159,4282,6.4,14.5,0.441,2022-23
jame_harden_lac_24,James Harden,LAC,34.0,72,0.639,34.3,120.9,115.2,5.6,0.338,3.32,0.077,0.612,0.202,0.131,4988,4.9,11.4,0.428,2023-24
jame_harden_lac_25,James Harden,LAC,35.0,79,0.633,35.3,115.4,109.2,6.2,0.365,2.01,0.083,0.582,0.286,0.145,5737,6.7,16.4,0.41,2024-25
jame_harden_tot_26,James Harden,TOT,36.0,70,0.571,34.8,118.8,117.0,1.8,0.347,2.27,0.07,0.61,0.279,0.143,4995,7.0,16.0,0.434,2025-26
jame_johnson_mia_17,James Johnson,MIA,30.0,76,0.526,27.4,105.8,102.8,3.0,0.21,1.61,0.088,0.564,0.215,0.12,4263,4.8,10.1,0.479,2016-17
jame_johnson_mia_18,James Johnson,MIA,31.0,73,0.507,26.6,105.9,105.8,0.1,0.22,1.99,0.091,0.575,0.185,0.112,3956,4.2,8.4,0.503,2017-18
jame_johnson_mia_19,James Johnson,MIA,32.0,55,0.491,21.2,103.2,107.9,-4.6,0.167,1.82,0.071,0.522,0.177,0.079,2406,3.0,6.9,0.433,2018-19
jame_johnson_tot_20,James Johnson,TOT,33.0,32,0.438,19.4,109.1,113.8,-4.6,0.177,1.54,0.09,0.572,0.186,0.086,1356,3.2,6.7,0.479,2019-20
jame_johnson_tot_21,James Johnson,TOT,34.0,51,0.412,20.5,106.4,111.4,-5.0,0.134,1.78,0.08,0.51,0.166,0.071,2220,2.9,6.4,0.446,2020-21
jame_johnson_brk_22,James Johnson,BKN,35.0,62,0.484,19.2,108.9,110.5,-1.6,0.153,2.71,0.085,0.513,0.136,0.068,2440,2.3,5.0,0.469,2021-22
jame_webb_brk_18,James Webb III,BKN,24.0,10,0.1,12.0,98.0,111.3,-13.3,0.044,1.0,0.096,0.333,0.099,0.019,254,0.6,2.4,0.25,2017-18
jame_wiseman_gsw_21,James Wiseman,GSW,20.0,39,0.462,21.4,101.8,110.6,-8.8,0.05,0.43,0.127,0.552,0.231,0.088,1830,4.9,9.4,0.519,2020-21
jame_wiseman_tot_23,James Wiseman,TOT,22.0,45,0.244,19.3,104.7,121.9,-17.2,0.057,0.59,0.156,0.589,0.212,0.104,1825,4.2,7.5,0.558,2022-23
jame_wiseman_det_24,James Wiseman,DET,23.0,63,0.143,17.3,104.8,118.2,-13.4,0.077,0.82,0.15,0.637,0.158,0.097,2315,3.0,4.8,0.613,2023-24
