id,player,team,year,season,salary,salary_cap,salary_cap_pct,salary_tier,salary_pct_change,is_max,is_new_team,is_contract_year,is_moved_midseason,age,gp,w_pct,min,off_rating,def_rating,net_rating,ast_pct,ast_to,reb_pct,ts_pct,usg_pct,pie,poss,fgm_pg,fga_pg,fg_pct,total_minutes,analysis_sample
cade_cunningham_det_25,Cade Cunningham,DET,2025,2024-25,13940809.0,140588000.0,9.92,starter,26.100000361815432,0,0,1,0,23.0,70,0.543,35.0,115.0,112.2,2.8,0.409,2.06,0.086,0.565,0.323,0.152,5201,9.8,20.8,0.469,2450.0,True
cade_cunningham_det_26,Cade Cunningham,DET,2026,2025-26,46394100.0,154647000.0,30.0,max,232.7934555304502,1,0,0,0,24.0,64,0.734,33.9,120.4,109.0,11.4,0.43,2.69,0.079,0.564,0.296,0.159,4565,8.6,18.6,0.461,2169.6,True
cale_houstan_orl_23,Caleb Houstan,ORL,2023,2022-23,2000000.0,123655000.0,1.62,bench,,0,0,0,0,20.0,51,0.392,15.9,107.6,112.9,-5.3,0.051,1.67,0.062,0.508,0.107,0.038,1706,1.3,3.6,0.363,810.9,True
cale_houstan_orl_24,Caleb Houstan,ORL,2024,2023-24,2000000.0,136021000.0,1.47,bench,0.0,0,0,0,0,21.0,59,0.525,13.8,109.4,111.2,-1.8,0.051,1.81,0.05,0.582,0.122,0.051,1641,1.4,3.5,0.388,814.2,True
cale_houstan_orl_25,Caleb Houstan,ORL,2025,2024-25,2019699.0,140588000.0,1.44,bench,0.9849500000000068,0,0,0,0,22.0,58,0.5,13.6,104.2,108.2,-4.1,0.066,2.69,0.047,0.605,0.115,0.061,1589,1.4,3.3,0.421,788.8,True
cale_martin_cho_21,Caleb Martin,CHO,2021,2020-21,1517981.0,109140000.0,1.39,bench,,0,0,1,0,25.0,53,0.434,15.4,104.7,109.5,-4.9,0.123,2.03,0.081,0.465,0.164,0.067,1696,1.8,4.8,0.375,816.2,True
cale_martin_mia_23,Caleb Martin,MIA,2023,2022-23,6479000.0,123655000.0,5.24,bench,326.8169364438686,0,1,0,0,27.0,71,0.535,29.3,110.7,110.7,0.0,0.082,1.48,0.086,0.571,0.143,0.078,4232,3.6,7.7,0.464,2080.3,True
cale_martin_mia_24,Caleb Martin,MIA,2024,2023-24,6802950.0,136021000.0,5.0,bench,5.000000000000004,0,0,1,0,28.0,64,0.563,27.4,113.0,111.1,1.9,0.118,1.86,0.08,0.531,0.168,0.075,3527,3.8,8.7,0.431,1753.6,True
cale_martin_dal_26,Caleb Martin,DAL,2026,2025-26,9594044.0,154647000.0,6.2,bench,4.435267303638324,0,0,0,0,30.0,58,0.345,14.8,102.9,112.1,-9.2,0.131,2.03,0.077,0.526,0.122,0.063,1866,1.5,3.3,0.45,858.4000000000001,True
cam_reddish_atl_20,Cam Reddish,ATL,2020,2019-20,4245720.0,109140000.0,3.89,bench,,0,0,0,0,20.0,58,0.293,26.7,106.9,113.2,-6.3,0.079,0.91,0.065,0.5,0.185,0.059,3398,3.7,9.6,0.384,1548.6,True
cam_reddish_atl_21,Cam Reddish,ATL,2021,2020-21,4458000.0,109140000.0,4.08,bench,4.999858681213087,0,0,0,0,21.0,26,0.385,28.9,110.9,114.9,-4.0,0.066,1.03,0.068,0.488,0.183,0.053,1614,3.7,10.1,0.365,751.4,True
cam_reddish_lal_24,Cam Reddish,LAL,2024,2023-24,2165000.0,136021000.0,1.59,bench,-63.64066293903689,0,1,0,0,24.0,48,0.563,20.5,109.7,112.5,-2.8,0.062,1.55,0.05,0.504,0.123,0.044,2123,1.9,4.9,0.389,984.0,True
cam_reddish_lal_25,Cam Reddish,LAL,2025,2024-25,2463946.0,140588000.0,1.75,bench,13.808129330254037,0,0,0,0,25.0,33,0.455,17.9,107.6,115.9,-8.4,0.049,1.83,0.056,0.498,0.084,0.04,1240,1.2,2.8,0.404,590.6999999999999,True
cam_spencer_mem_26,Cam Spencer,MEM,2026,2025-26,2537989.0,154647000.0,1.64,bench,,0,0,0,0,26.0,72,0.319,23.8,112.4,116.0,-3.6,0.332,4.3,0.051,0.649,0.166,0.12,3647,3.7,7.7,0.473,1713.6000000000001,True
cam_thomas_brk_22,Cam Thomas,BRK,2022,2021-22,2036280.0,112414000.0,1.81,bench,,0,0,0,0,20.0,67,0.478,17.6,106.3,112.7,-6.4,0.102,1.42,0.065,0.519,0.212,0.089,2476,3.3,7.5,0.433,1179.2,True
cam_thomas_brk_23,Cam Thomas,BRK,2023,2022-23,2138160.0,123655000.0,1.73,bench,5.003241204549469,0,0,0,0,21.0,57,0.526,16.6,112.1,113.7,-1.6,0.133,1.24,0.05,0.567,0.268,0.102,2000,3.5,8.0,0.441,946.2,True
cam_thomas_brk_24,Cam Thomas,BRK,2024,2023-24,2240160.0,136021000.0,1.65,bench,4.770456841396342,0,0,1,0,22.0,66,0.348,31.4,111.5,116.7,-5.2,0.151,1.55,0.05,0.554,0.296,0.105,4321,8.0,18.0,0.442,2072.4,True
cam_thomas_brk_25,Cam Thomas,BRK,2025,2024-25,4041249.0,140588000.0,2.87,bench,80.40001607028069,0,0,1,0,23.0,25,0.32,31.2,114.9,120.6,-5.7,0.217,1.52,0.054,0.575,0.328,0.122,1563,8.0,18.2,0.438,780.0,True
cam_thomas_tot_26,Cam Thomas,TOT,2026,2025-26,6837779.0,154647000.0,4.42,bench,69.19964595104138,0,1,0,1,24.0,42,0.286,21.0,111.7,123.8,-12.1,0.208,1.46,0.041,0.53,0.295,0.089,1774,4.5,11.0,0.41,882.0,True
cam_whitmore_hou_24,Cam Whitmore,HOU,2024,2023-24,3218160.0,136021000.0,2.37,bench,,0,0,0,0,19.0,47,0.404,18.7,110.6,111.6,-1.0,0.058,0.72,0.094,0.561,0.255,0.11,1897,4.5,9.9,0.454,878.9,True
cam_whitmore_hou_25,Cam Whitmore,HOU,2025,2024-25,3379080.0,140588000.0,2.4,bench,5.000372883883952,0,0,0,0,20.0,51,0.588,16.2,113.4,112.3,1.1,0.09,1.07,0.086,0.549,0.231,0.108,1729,3.5,7.9,0.444,826.1999999999999,True
cam_whitmore_was_26,Cam Whitmore,WAS,2026,2025-26,3539760.0,154647000.0,2.29,bench,4.755140452430839,0,1,0,0,21.0,21,0.143,16.9,104.4,124.0,-19.6,0.067,0.83,0.075,0.528,0.225,0.082,781,3.7,8.0,0.456,354.9,False
came_johnson_pho_20,Cameron Johnson,PHO,2020,2019-20,4033440.0,109140000.0,3.7,bench,,0,0,0,0,24.0,57,0.491,22.0,109.3,108.3,1.0,0.078,2.16,0.072,0.586,0.151,0.082,2710,3.1,7.1,0.435,1254.0,True
came_johnson_pho_21,Cameron Johnson,PHO,2021,2020-21,4235160.0,109140000.0,3.88,bench,5.001190051172211,0,0,0,0,25.0,60,0.717,24.0,112.2,106.5,5.7,0.083,2.15,0.07,0.563,0.164,0.081,2958,3.4,8.1,0.42,1440.0,True
came_johnson_pho_22,Cameron Johnson,PHO,2022,2021-22,4437000.0,112414000.0,3.95,bench,4.765817584223497,0,0,1,0,26.0,66,0.758,26.2,110.8,104.6,6.2,0.079,2.11,0.075,0.625,0.167,0.105,3680,4.2,9.2,0.46,1729.2,True
came_johnson_brk_24,Cameron Johnson,BRK,2024,2023-24,25679348.0,136021000.0,18.88,star,336.1377122807304,0,0,0,0,28.0,58,0.362,27.6,111.5,114.9,-3.4,0.129,2.42,0.076,0.582,0.19,0.097,3297,4.8,10.7,0.446,1600.8000000000002,True
came_johnson_brk_25,Cameron Johnson,BRK,2025,2024-25,22500000.0,140588000.0,16.0,star,-12.380952974351224,0,0,0,0,29.0,57,0.368,31.6,110.9,116.7,-5.8,0.179,1.96,0.07,0.632,0.224,0.124,3657,6.2,13.1,0.475,1801.2,True
came_johnson_den_26,Cameron Johnson,DEN,2026,2025-26,21057065.0,154647000.0,13.62,starter,-6.4130444444444485,0,1,0,0,30.0,54,0.685,30.5,124.2,114.7,9.5,0.098,2.81,0.063,0.629,0.144,0.075,3484,4.2,8.8,0.48,1647.0,True
came_payne_chi_18,Cameron Payne,CHI,2018,2017-18,2203440.0,99030000.0,2.23,bench,4.305839581913196,0,0,1,0,23.0,25,0.28,23.3,103.2,110.7,-7.5,0.294,3.14,0.056,0.498,0.183,0.088,1217,3.5,8.6,0.405,582.5,True
came_payne_tot_19,Cameron Payne,TOT,2019,2018-19,3440357.0,101869000.0,3.38,bench,56.13572414043495,0,1,0,1,24.0,40,0.175,17.8,99.5,114.8,-15.2,0.225,2.36,0.05,0.519,0.169,0.074,1516,2.4,5.6,0.43,712.0,True
came_payne_pho_21,Cameron Payne,PHO,2021,2020-21,1977011.0,109140000.0,1.81,bench,-42.53471369395676,0,1,1,0,26.0,60,0.7,18.0,116.4,108.6,7.8,0.281,3.62,0.069,0.602,0.193,0.117,2233,3.2,6.6,0.484,1080.0,True
came_payne_pho_22,Cameron Payne,PHO,2022,2021-22,6500000.0,112414000.0,5.78,bench,228.77915196222983,0,0,0,0,27.0,58,0.793,22.0,109.1,102.7,6.3,0.318,2.74,0.065,0.5,0.235,0.107,2725,4.1,10.1,0.409,1276.0,True
came_payne_pho_23,Cameron Payne,PHO,2023,2022-23,6000000.0,123655000.0,4.85,bench,-7.692307692307687,0,0,1,0,28.0,48,0.563,20.2,115.4,111.4,4.1,0.308,2.64,0.054,0.512,0.239,0.097,2033,3.9,9.4,0.415,969.5999999999999,True
came_payne_tot_24,Cameron Payne,TOT,2024,2023-24,8519706.0,136021000.0,6.26,bench,41.995099999999994,0,1,0,1,29.0,78,0.59,16.7,112.4,113.2,-0.8,0.222,3.11,0.044,0.566,0.185,0.083,2738,2.7,6.2,0.432,1302.6,True
came_payne_nyk_25,Cameron Payne,NYK,2025,2024-25,2087519.0,140588000.0,1.48,bench,-75.4977577864776,0,1,0,0,30.0,72,0.639,15.1,116.6,107.5,9.1,0.251,3.9,0.047,0.532,0.2,0.089,2275,2.5,6.2,0.401,1087.2,True
cari_levert_brk_17,Caris LeVert,BRK,2017,2016-17,1562280.0,94143000.0,1.66,bench,,0,0,0,0,22.0,57,0.263,21.7,104.7,107.9,-3.2,0.132,1.86,0.071,0.556,0.161,0.086,2691,3.0,6.7,0.45,1236.8999999999999,True
cari_levert_brk_18,Caris LeVert,BRK,2018,2017-18,1632480.0,99030000.0,1.65,bench,4.493432675320674,0,0,0,0,23.0,71,0.352,26.2,101.8,108.2,-6.4,0.265,1.95,0.065,0.525,0.216,0.099,3965,4.5,10.4,0.435,1860.2,True
cari_levert_brk_19,Caris LeVert,BRK,2019,2018-19,1702800.0,101869000.0,1.67,bench,4.307556600999707,0,0,1,0,24.0,40,0.475,26.6,108.5,108.7,-0.2,0.231,2.26,0.065,0.509,0.235,0.103,2256,5.2,12.1,0.429,1064.0,True
cari_levert_brk_20,Caris LeVert,BRK,2020,2019-20,2625718.0,109140000.0,2.41,bench,54.20002349072117,0,0,1,0,25.0,45,0.467,29.6,109.8,109.5,0.2,0.242,1.69,0.065,0.514,0.284,0.111,2839,6.9,16.3,0.425,1332.0,True
cari_levert_cle_23,Caris LeVert,CLE,2023,2022-23,18796296.0,123655000.0,15.2,star,7.407405714285709,0,0,0,0,28.0,74,0.608,30.2,113.0,108.5,4.5,0.182,2.47,0.065,0.546,0.183,0.089,4543,4.3,10.0,0.431,2234.7999999999997,True
cari_levert_cle_24,Caris LeVert,CLE,2024,2023-24,15384616.0,136021000.0,11.31,starter,-18.150810138337892,0,0,0,0,29.0,68,0.559,28.8,113.9,111.2,2.8,0.258,2.96,0.071,0.524,0.224,0.107,4071,5.1,12.1,0.421,1958.4,True
cari_levert_det_26,Caris LeVert,DET,2026,2025-26,14104000.0,154647000.0,9.12,starter,-15.114811670918948,0,1,0,0,31.0,60,0.733,19.2,108.6,107.7,0.8,0.202,1.94,0.047,0.518,0.178,0.081,2419,2.7,6.5,0.417,1152.0,True
carm_anthony_nyk_17,Carmelo Anthony,NYK,2017,2016-17,24559380.0,94143000.0,26.09,max,,1,0,0,0,33.0,74,0.392,34.3,107.8,112.7,-4.8,0.141,1.39,0.082,0.535,0.286,0.118,5138,8.1,18.8,0.433,2538.2,True
carm_anthony_okc_18,Carmelo Anthony,OKC,2018,2017-18,26243760.0,99030000.0,26.5,max,6.858397891151968,1,1,0,0,34.0,78,0.59,32.1,111.6,106.4,5.2,0.061,1.04,0.088,0.503,0.223,0.086,5165,6.1,15.0,0.404,2503.8,True
carm_anthony_por_20,Carmelo Anthony,POR,2020,2019-20,2159029.0,109140000.0,1.98,bench,-92.2693419611904,0,1,0,0,36.0,58,0.483,32.8,113.6,113.0,0.6,0.063,0.85,0.092,0.525,0.214,0.078,3982,5.8,13.5,0.43,1902.3999999999999,True
carm_anthony_por_21,Carmelo Anthony,POR,2021,2020-21,1620564.0,109140000.0,1.48,bench,-24.94014670483815,0,0,1,0,37.0,69,0.565,24.5,115.1,115.8,-0.6,0.097,1.7,0.06,0.547,0.228,0.088,3493,4.7,11.3,0.421,1690.5,True
carm_anthony_lal_22,Carmelo Anthony,LAL,2022,2021-22,2641691.0,112414000.0,2.35,bench,63.0105938426375,0,1,0,0,38.0,69,0.391,26.0,108.7,111.7,-2.9,0.056,1.15,0.076,0.579,0.195,0.089,3862,4.6,10.5,0.441,1794.0,True
cart_bryant_sas_26,Carter Bryant,SAS,2026,2025-26,4900320.0,154647000.0,3.17,bench,,0,0,0,0,20.0,71,0.789,11.5,109.1,108.4,0.8,0.08,1.42,0.1,0.526,0.158,0.071,1731,1.5,3.7,0.408,816.5,True
caso_wallace_okc_24,Cason Wallace,OKC,2024,2023-24,5291400.0,136021000.0,3.89,bench,,0,0,0,0,20.0,82,0.695,20.6,113.9,110.0,3.9,0.092,2.67,0.056,0.612,0.127,0.071,3574,2.6,5.4,0.491,1689.2,True
caso_wallace_okc_25,Cason Wallace,OKC,2025,2024-25,5555880.0,140588000.0,3.95,bench,4.998299126885142,0,0,0,0,21.0,68,0.809,27.6,117.2,107.1,10.1,0.117,2.93,0.057,0.562,0.124,0.075,3967,3.4,7.2,0.474,1876.8000000000002,True
caso_wallace_okc_26,Cason Wallace,OKC,2026,2025-26,5820240.0,154647000.0,3.76,bench,4.758202120996136,0,0,0,0,22.0,77,0.792,26.6,116.2,103.8,12.4,0.127,2.74,0.056,0.538,0.141,0.076,4335,3.3,7.6,0.432,2048.2000000000003,True
cedi_osman_cle_18,Cedi Osman,CLE,2018,2017-18,2642857.0,99030000.0,2.67,bench,,0,0,0,0,23.0,61,0.574,11.0,111.8,107.9,3.9,0.084,1.28,0.089,0.577,0.151,0.067,1394,1.5,3.0,0.484,671.0,True
cedi_osman_cle_19,Cedi Osman,CLE,2019,2018-19,2775000.0,101869000.0,2.72,bench,5.000005675675978,0,0,0,0,24.0,76,0.224,32.2,106.0,118.8,-12.8,0.12,1.71,0.073,0.536,0.182,0.075,4992,4.7,11.1,0.427,2447.2000000000003,True
cedi_osman_cle_20,Cedi Osman,CLE,2020,2019-20,2907143.0,109140000.0,2.66,bench,4.7619099099099005,0,0,1,0,25.0,65,0.292,29.4,106.3,115.2,-9.0,0.115,1.69,0.06,0.552,0.162,0.065,3996,4.1,9.4,0.437,1911.0,True
cedi_osman_cle_21,Cedi Osman,CLE,2021,2020-21,8840580.0,109140000.0,8.1,starter,204.09855999515676,0,0,0,0,26.0,59,0.288,25.6,103.3,114.2,-11.0,0.173,2.18,0.067,0.488,0.198,0.073,3124,3.7,9.9,0.374,1510.4,True
cedi_osman_cle_22,Cedi Osman,CLE,2022,2021-22,8133334.0,112414000.0,7.24,bench,-7.999995475409982,0,0,0,0,27.0,66,0.561,22.1,107.5,109.2,-1.8,0.144,2.01,0.049,0.563,0.206,0.081,3028,3.7,8.7,0.432,1458.6000000000001,True
cedi_osman_cle_23,Cedi Osman,CLE,2023,2022-23,7426088.0,123655000.0,6.01,bench,-8.695646828225668,0,0,0,0,28.0,77,0.623,20.1,115.4,108.0,7.5,0.107,2.21,0.059,0.579,0.178,0.082,3144,3.1,6.9,0.451,1547.7,True
cedi_osman_sas_24,Cedi Osman,SAS,2024,2023-24,6718842.0,136021000.0,4.94,bench,-9.523803111409402,0,1,0,0,29.0,72,0.236,17.6,106.0,119.2,-13.2,0.131,2.53,0.068,0.601,0.146,0.077,2761,2.6,5.3,0.479,1267.2,True
cedr_coward_mem_26,Cedric Coward,MEM,2026,2025-26,5715120.0,154647000.0,3.7,bench,,0,0,0,0,22.0,62,0.323,25.8,113.8,113.5,0.3,0.154,1.63,0.106,0.585,0.207,0.11,3478,4.9,10.5,0.471,1599.6000000000001,True
chan_hutchison_chi_19,Chandler Hutchison,CHI,2019,2018-19,1991520.0,101869000.0,1.95,bench,,0,0,0,0,23.0,44,0.227,20.3,101.9,107.6,-5.6,0.055,1.36,0.1,0.507,0.121,0.073,1871,2.2,4.8,0.459,893.2,True
chan_hutchison_chi_20,Chandler Hutchison,CHI,2020,2019-20,2332320.0,109140000.0,2.14,bench,17.11255724270908,0,0,0,0,24.0,28,0.286,18.8,97.0,108.9,-11.9,0.077,0.96,0.101,0.521,0.183,0.086,1151,2.9,6.3,0.457,526.4,True
chan_parsons_mem_17,Chandler Parsons,MEM,2017,2016-17,22116750.0,94143000.0,23.49,star,,0,0,0,0,28.0,34,0.529,19.8,103.5,108.1,-4.5,0.122,2.29,0.067,0.436,0.181,0.056,1328,2.2,6.5,0.338,673.2,True
chan_parsons_mem_18,Chandler Parsons,MEM,2018,2017-18,23112004.0,99030000.0,23.34,star,4.5000011303649945,0,0,0,0,29.0,36,0.333,19.2,105.7,111.7,-6.0,0.158,1.97,0.068,0.578,0.18,0.092,1406,3.0,6.5,0.462,691.1999999999999,True
chan_parsons_mem_19,Chandler Parsons,MEM,2019,2018-19,24107258.0,101869000.0,23.66,star,4.306221130802856,0,0,0,0,30.0,25,0.44,19.8,101.6,107.0,-5.4,0.143,1.34,0.066,0.484,0.192,0.069,1035,2.7,7.3,0.374,495.0,False
chan_parsons_atl_20,Chandler Parsons,ATL,2020,2019-20,25102511.0,109140000.0,23.0,star,4.1284371702497324,0,1,0,0,31.0,5,0.0,10.8,85.7,114.7,-29.0,0.1,1.0,0.06,0.389,0.15,0.038,126,1.0,3.6,0.278,54.0,False
chan_frye_cle_17,Channing Frye,CLE,2017,2016-17,7806971.0,94143000.0,8.29,starter,,0,0,0,0,34.0,74,0.595,18.9,110.5,109.3,1.2,0.05,0.85,0.103,0.612,0.193,0.101,2860,3.2,7.0,0.458,1398.6,True
char_bassey_sas_24,Charles Bassey,SAS,2024,2023-24,2600000.0,136021000.0,1.91,bench,-2.7943629703350847,0,1,0,0,23.0,19,0.158,10.8,105.1,116.7,-11.6,0.136,1.4,0.178,0.739,0.11,0.116,455,1.5,2.1,0.725,205.20000000000002,False
char_bassey_sas_25,Charles Bassey,SAS,2025,2024-25,2087519.0,140588000.0,1.48,bench,-19.710807692307696,0,0,0,0,24.0,36,0.389,10.4,101.6,117.5,-15.9,0.072,0.74,0.185,0.597,0.164,0.113,826,1.9,3.3,0.581,374.40000000000003,False
chei_diallo_nop_18,Cheick Diallo,NOP,2018,2017-18,1312611.0,99030000.0,1.33,bench,,0,0,0,0,21.0,52,0.558,11.2,102.7,110.0,-7.4,0.048,0.68,0.173,0.619,0.168,0.118,1241,2.0,3.4,0.58,582.4,True
chei_diallo_nop_19,Cheick Diallo,NOP,2019,2018-19,1544951.0,101869000.0,1.52,bench,17.70059827321271,0,0,0,0,22.0,64,0.422,14.0,105.3,110.0,-4.7,0.051,0.67,0.171,0.644,0.155,0.121,2003,2.6,4.2,0.62,896.0,True
chei_diallo_pho_20,Cheick Diallo,PHO,2020,2019-20,1678854.0,109140000.0,1.54,bench,8.667135721456543,0,1,0,0,23.0,47,0.426,10.2,103.9,107.7,-3.8,0.076,0.69,0.136,0.688,0.169,0.123,1014,2.0,3.0,0.648,479.4,False
chet_holmgren_okc_24,Chet Holmgren,OKC,2024,2023-24,10386000.0,136021000.0,7.64,bench,5.002001771264264,0,0,0,0,22.0,82,0.695,29.4,118.2,109.2,9.0,0.112,1.53,0.132,0.632,0.21,0.133,5150,6.2,11.6,0.53,2410.7999999999997,True
chet_holmgren_okc_25,Chet Holmgren,OKC,2025,2024-25,10880640.0,140588000.0,7.74,bench,4.762564991334495,0,0,1,0,23.0,32,0.813,27.4,121.7,105.6,16.1,0.091,1.13,0.136,0.599,0.214,0.122,1891,5.2,10.7,0.49,876.8,True
chet_holmgren_okc_26,Chet Holmgren,OKC,2026,2025-26,13731368.0,154647000.0,8.88,starter,26.200002941003465,0,0,0,0,24.0,69,0.812,28.9,118.4,102.3,16.1,0.082,1.07,0.149,0.653,0.214,0.154,4207,6.3,11.3,0.557,1994.1,True
chim_metu_sac_22,Chimezie Metu,SAC,2022,2021-22,1762796.0,112414000.0,1.57,bench,24.416382233289013,0,1,0,0,25.0,60,0.383,21.3,106.1,111.8,-5.7,0.071,0.98,0.129,0.546,0.184,0.104,2704,3.4,7.5,0.452,1278.0,True
chim_metu_sac_23,Chimezie Metu,SAC,2023,2022-23,1910860.0,123655000.0,1.55,bench,8.399383706339258,0,0,1,0,26.0,66,0.621,10.4,113.9,107.3,6.7,0.08,1.25,0.139,0.639,0.168,0.117,1516,2.0,3.3,0.589,686.4,True
chim_metu_tot_24,Chimezie Metu,TOT,2024,2023-24,2351562.0,136021000.0,1.73,bench,23.063018745486332,0,1,0,1,27.0,51,0.471,16.8,105.5,112.0,-6.6,0.08,0.88,0.115,0.61,0.162,0.1,1798,2.4,4.8,0.504,856.8000000000001,True
chin_onuaku_hou_18,Chinanu Onuaku,HOU,2018,2017-18,1312611.0,99030000.0,1.33,bench,,0,0,0,0,21.0,1,0.0,21.6,80.0,97.6,-17.6,0.1,0.33,0.091,0.4,0.182,-0.033,40,2.0,5.0,0.4,21.6,False
chri_boucher_tor_20,Chris Boucher,TOR,2020,2019-20,1488967.0,109140000.0,1.36,bench,,0,0,1,0,27.0,62,0.726,13.2,109.4,103.8,5.7,0.049,0.93,0.154,0.587,0.185,0.128,1750,2.3,4.8,0.472,818.4,True
chri_boucher_tor_21,Chris Boucher,TOR,2021,2020-21,6500000.0,109140000.0,5.96,bench,336.5442618943201,0,0,0,0,28.0,60,0.417,24.2,114.4,110.7,3.8,0.068,1.37,0.135,0.634,0.202,0.132,3020,4.8,9.3,0.514,1452.0,True
chri_boucher_tor_22,Chris Boucher,TOR,2022,2021-22,7020000.0,112414000.0,6.24,bench,8.000000000000007,0,0,1,0,29.0,80,0.6,21.1,111.0,105.7,5.3,0.022,0.6,0.137,0.57,0.172,0.111,3440,3.4,7.2,0.464,1688.0,True
chri_boucher_tor_23,Chris Boucher,TOR,2023,2022-23,12690000.0,123655000.0,10.26,starter,80.76923076923077,0,0,0,0,30.0,76,0.513,20.0,110.4,111.6,-1.3,0.029,0.71,0.138,0.59,0.175,0.112,3136,3.4,7.0,0.493,1520.0,True
chri_boucher_tor_24,Chris Boucher,TOR,2024,2023-24,11750000.0,136021000.0,8.64,starter,-7.4074074074074066,0,0,0,0,31.0,50,0.32,14.1,116.0,113.6,2.4,0.044,0.82,0.142,0.625,0.167,0.106,1456,2.2,4.3,0.507,705.0,True
chri_boucher_tor_25,Chris Boucher,TOR,2025,2024-25,10810000.0,140588000.0,7.69,bench,-7.9999999999999964,0,0,0,0,32.0,50,0.36,17.2,113.3,113.5,-0.2,0.057,1.14,0.125,0.615,0.208,0.126,1787,3.6,7.4,0.492,860.0,True
chri_duarte_ind_22,Chris Duarte,IND,2022,2021-22,3749520.0,112414000.0,3.34,bench,,0,0,0,0,25.0,55,0.382,28.0,107.6,109.7,-2.0,0.11,1.27,0.071,0.537,0.207,0.089,3193,4.9,11.3,0.432,1540.0,True
chri_duarte_ind_23,Chris Duarte,IND,2023,2022-23,3936960.0,123655000.0,3.18,bench,4.999039877104261,0,0,0,0,26.0,46,0.413,19.5,109.4,115.6,-6.2,0.101,1.56,0.061,0.496,0.181,0.061,1920,2.7,7.2,0.369,897.0,True
chri_duarte_sac_24,Chris Duarte,SAC,2024,2023-24,4124400.0,136021000.0,3.03,bench,4.761033894172151,0,1,1,0,27.0,59,0.593,12.2,110.4,113.5,-3.1,0.082,1.69,0.072,0.512,0.146,0.052,1487,1.4,3.6,0.381,719.8,True
chri_paul_lac_17,Chris Paul,LAC,2017,2016-17,22868827.0,94143000.0,24.29,star,,0,0,0,0,32.0,61,0.705,31.5,117.3,102.8,14.4,0.444,3.83,0.08,0.614,0.239,0.182,3889,6.1,12.9,0.476,1921.5,True
chri_paul_hou_18,Chris Paul,HOU,2018,2017-18,24599495.0,99030000.0,24.84,star,7.567803980501497,0,1,1,0,33.0,58,0.862,31.8,116.6,103.3,13.2,0.389,3.57,0.086,0.604,0.241,0.166,3792,6.3,13.8,0.46,1844.4,True
chri_paul_hou_19,Chris Paul,HOU,2019,2018-19,35654150.0,101869000.0,35.0,max,44.93854447012022,1,0,0,0,34.0,58,0.672,32.0,112.4,104.2,8.3,0.382,3.11,0.07,0.56,0.22,0.138,3873,5.2,12.4,0.419,1856.0,True
chri_paul_okc_20,Chris Paul,OKC,2020,2019-20,38506482.0,109140000.0,35.28,max,8.000000000000007,1,1,0,0,35.0,70,0.629,31.5,114.0,107.1,6.9,0.324,2.93,0.08,0.61,0.228,0.153,4624,6.2,12.7,0.489,2205.0,True
chri_paul_pho_21,Chris Paul,PHO,2021,2020-21,41358814.0,109140000.0,37.9,max,7.407407407407418,1,1,0,0,36.0,70,0.7,31.4,115.3,108.8,6.5,0.405,3.99,0.073,0.599,0.221,0.15,4539,6.3,12.6,0.499,2198.0,True
chri_paul_pho_22,Chris Paul,PHO,2022,2021-22,30800000.0,112414000.0,27.4,max,-25.529779456441855,1,0,0,0,37.0,65,0.815,32.9,115.6,105.5,10.0,0.434,4.59,0.064,0.581,0.197,0.15,4466,5.6,11.3,0.493,2138.5,True
chri_paul_pho_23,Chris Paul,PHO,2023,2022-23,28400000.0,123655000.0,22.97,star,-7.792207792207795,0,0,0,0,38.0,59,0.559,32.0,114.9,112.5,2.3,0.389,4.6,0.066,0.555,0.195,0.133,3844,5.0,11.3,0.44,1888.0,True
chri_paul_gsw_24,Chris Paul,GSW,2024,2023-24,30800000.0,136021000.0,22.64,star,8.450704225352123,0,1,0,0,39.0,58,0.569,26.4,113.7,111.0,2.8,0.342,5.17,0.07,0.544,0.154,0.116,3189,3.6,8.1,0.441,1531.1999999999998,True
chri_paul_sas_25,Chris Paul,SAS,2025,2024-25,10460000.0,140588000.0,7.44,bench,-66.03896103896105,0,1,0,0,40.0,82,0.415,28.0,114.2,115.0,-0.8,0.342,4.69,0.062,0.58,0.137,0.102,4817,3.0,7.1,0.427,2296.0,True
chri_braun_den_23,Christian Braun,DEN,2023,2022-23,2808600.0,123655000.0,2.27,bench,,0,0,0,0,22.0,76,0.645,15.5,107.0,111.3,-4.3,0.07,1.69,0.078,0.568,0.127,0.067,2454,1.9,3.8,0.495,1178.0,True
chri_braun_den_24,Christian Braun,DEN,2024,2023-24,2949120.0,136021000.0,2.17,bench,5.00320444349498,0,0,0,0,23.0,82,0.695,20.2,110.0,109.3,0.7,0.109,2.4,0.087,0.554,0.152,0.084,3394,2.7,5.9,0.46,1656.3999999999999,True
chri_braun_den_25,Christian Braun,DEN,2025,2024-25,3089640.0,140588000.0,2.2,bench,4.764811197916674,0,0,1,0,24.0,79,0.608,33.9,122.7,114.5,8.2,0.096,2.53,0.077,0.665,0.155,0.096,5639,6.0,10.4,0.58,2678.1,True
chri_braun_den_26,Christian Braun,DEN,2026,2025-26,4921797.0,154647000.0,3.18,bench,59.300015535790585,0,0,0,0,25.0,44,0.659,31.8,124.2,114.1,10.1,0.108,2.79,0.075,0.607,0.142,0.076,2952,4.6,8.8,0.519,1399.2,True
