id,AGE,GP,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,REB_PCT,TS_PCT,USG_PCT,PIE,POSS,FGM_PG,FGA_PG,FG_PCT
john_juzang_uta_23,22.0,18,0.333,12.9,97.8,115.6,-17.7,0.051,2.67,0.073,0.411,0.187,0.049,510,1.9,5.8,0.337
john_juzang_uta_24,23.0,20,0.25,18.6,114.3,116.1,-1.8,0.086,1.77,0.046,0.62,0.147,0.064,750,2.6,5.5,0.464
john_o'bryant_cho_18,25.0,36,0.417,10.5,94.1,104.8,-10.7,0.067,0.93,0.112,0.47,0.219,0.08,795,1.9,4.8,0.398
jona_valanciunas_tot_19,27.0,49,0.633,22.3,109.7,107.0,2.7,0.109,0.78,0.184,0.616,0.274,0.169,2317,6.1,11.0,0.559
jona_valanciunas_tot_25,33.0,81,0.284,18.8,109.2,118.8,-9.6,0.171,1.37,0.203,0.602,0.222,0.147,3217,4.3,7.7,0.55
jona_gibson_dal_17,29.0,17,0.235,13.6,96.6,114.1,-17.5,0.215,1.24,0.05,0.492,0.249,0.062,474,2.1,5.6,0.368
jona_gibson_bos_18,30.0,4,0.5,10.0,114.0,113.8,0.2,0.148,1.33,0.038,0.739,0.28,0.115,86,3.5,5.8,0.609
jona_kuminga_tot_26,23.0,36,0.611,23.1,112.0,108.0,4.1,0.148,1.24,0.118,0.557,0.226,0.111,1777,4.4,9.4,0.463
jona_simmons_sas_17,27.0,78,0.769,17.9,105.0,96.6,8.4,0.137,1.66,0.057,0.504,0.176,0.067,2824,2.3,5.4,0.42
jona_simmons_tot_19,29.0,56,0.446,19.0,101.9,107.2,-5.3,0.175,1.88,0.057,0.466,0.182,0.06,2257,2.4,6.3,0.38
jont_porter_det_24,24.0,26,0.231,13.8,105.8,115.0,-9.2,0.226,2.86,0.112,0.514,0.155,0.093,779,1.5,4.0,0.385
jord_bell_gsw_18,23.0,57,0.754,14.2,113.2,104.3,8.9,0.166,2.0,0.126,0.641,0.134,0.111,1718,2.0,3.2,0.627
jord_bell_tot_21,26.0,6,0.5,13.6,95.2,112.3,-17.0,0.13,1.75,0.126,0.328,0.14,0.068,168,1.2,3.7,0.318
jord_bone_orl_21,23.0,14,0.143,14.0,98.3,112.6,-14.3,0.143,6.0,0.057,0.519,0.121,0.067,414,1.6,3.9,0.426
jord_clarkson_tot_18,26.0,81,0.494,23.3,104.6,106.5,-1.9,0.193,1.74,0.055,0.542,0.253,0.115,3994,5.3,11.8,0.451
jord_clarkson_tot_20,28.0,71,0.479,24.0,110.5,111.0,-0.5,0.13,1.4,0.053,0.574,0.254,0.105,3552,5.5,12.2,0.454
jord_clarkson_nyk_26,34.0,72,0.625,17.8,115.4,111.7,3.7,0.11,1.52,0.048,0.548,0.203,0.068,2638,3.3,7.3,0.451
jord_crawford_nop_17,28.0,19,0.474,23.3,113.5,111.8,1.6,0.192,2.28,0.04,0.582,0.254,0.102,907,5.5,11.5,0.482
jord_crawford_nop_18,29.0,5,0.6,10.7,110.7,125.2,-14.5,0.351,2.6,0.036,0.601,0.23,0.09,122,2.4,5.4,0.444
jord_farmar_sac_17,30.0,2,0.5,17.7,113.7,125.4,-11.7,0.346,3.0,0.044,0.5,0.183,0.087,73,2.0,6.0,0.333
jord_goodwin_was_23,24.0,62,0.355,17.8,107.1,111.7,-4.5,0.22,2.95,0.09,0.531,0.165,0.102,2339,2.5,5.7,0.448
jord_goodwin_lal_25,26.0,29,0.586,18.7,111.2,112.4,-1.2,0.108,1.62,0.101,0.541,0.134,0.08,1126,2.2,5.0,0.438
jord_mclaughlin_min_20,24.0,30,0.233,19.7,105.3,111.1,-5.8,0.303,4.03,0.04,0.587,0.151,0.11,1313,2.9,5.9,0.489
jord_mclaughlin_min_21,25.0,51,0.294,18.4,102.6,108.8,-6.3,0.292,3.78,0.053,0.502,0.133,0.095,2018,2.0,4.7,0.413
jord_mcrae_cle_17,26.0,37,0.703,10.4,104.9,112.8,-7.9,0.083,1.36,0.052,0.488,0.208,0.059,777,1.6,4.1,0.387
jord_mcrae_was_19,28.0,27,0.333,12.3,106.5,109.7,-3.3,0.131,2.0,0.056,0.55,0.191,0.089,743,2.3,4.8,0.469
jord_mcrae_tot_20,29.0,37,0.324,21.2,109.7,113.7,-4.1,0.174,2.16,0.078,0.515,0.239,0.093,1708,4.0,9.9,0.407
jord_miller_lac_25,25.0,37,0.568,11.4,103.8,109.8,-6.0,0.124,1.31,0.068,0.509,0.175,0.07,872,1.6,3.6,0.433
jord_miller_lac_26,26.0,60,0.6,22.1,114.3,114.7,-0.4,0.157,2.16,0.071,0.628,0.177,0.106,2720,3.5,6.7,0.531
jord_nwora_tot_23,24.0,62,0.581,19.2,107.0,117.2,-10.2,0.107,1.33,0.093,0.561,0.187,0.089,2569,3.1,7.2,0.436
jord_nwora_tot_24,25.0,52,0.269,13.7,103.1,116.8,-13.7,0.134,1.17,0.102,0.565,0.213,0.103,1555,2.7,5.8,0.462
jose_alvarado_tot_26,28.0,69,0.406,19.9,112.0,110.7,1.3,0.244,3.04,0.06,0.543,0.167,0.088,2837,2.7,6.5,0.416
josh_gray_pho_18,24.0,5,0.0,17.3,81.6,116.7,-35.1,0.24,1.71,0.051,0.349,0.243,0.041,190,2.2,8.2,0.268
josh_gray_nop_20,26.0,2,0.5,11.4,76.6,91.5,-14.9,0.154,0.4,0.045,0.5,0.137,-0.024,47,0.5,1.0,0.5
josh_hall_okc_21,20.0,21,0.095,16.0,100.7,113.9,-13.2,0.118,1.12,0.081,0.363,0.174,0.015,733,1.4,4.7,0.303
josh_hart_tot_22,27.0,54,0.37,33.2,108.4,113.2,-4.9,0.19,1.96,0.107,0.61,0.184,0.117,3699,5.3,10.5,0.504
josh_hart_tot_23,28.0,76,0.553,32.3,119.4,113.5,5.9,0.154,2.48,0.124,0.622,0.124,0.101,5074,3.6,6.8,0.529
josh_jackson_tot_22,25.0,51,0.235,16.3,103.6,112.2,-8.6,0.105,1.15,0.085,0.491,0.196,0.066,1732,2.4,5.9,0.4
josh_magette_atl_18,28.0,18,0.167,12.0,103.1,103.6,-0.5,0.37,6.33,0.043,0.464,0.119,0.085,450,0.8,2.6,0.326
josh_minott_tot_26,23.0,49,0.469,17.0,111.7,111.7,-0.1,0.083,1.07,0.091,0.653,0.162,0.104,1708,2.6,5.1,0.5
josh_oduro_nop_26,25.0,3,0.333,27.3,127.8,124.6,3.2,0.05,2.0,0.126,0.636,0.09,0.05,187,3.7,5.7,0.647
josh_okogie_tot_25,26.0,40,0.275,15.6,108.8,109.3,-0.5,0.082,1.06,0.086,0.567,0.185,0.1,1282,2.4,5.3,0.443
josh_richardson_mia_17,23.0,53,0.434,30.5,105.2,105.3,-0.1,0.128,2.15,0.051,0.493,0.165,0.069,3242,3.8,9.7,0.394
josh_richardson_tot_22,28.0,65,0.585,24.6,112.3,107.8,4.5,0.105,1.74,0.057,0.573,0.171,0.083,3292,3.6,8.2,0.438
josh_richardson_tot_23,29.0,65,0.369,23.5,108.4,113.6,-5.2,0.16,2.02,0.057,0.555,0.18,0.083,3279,3.7,8.5,0.431
josh_richardson_mia_25,31.0,8,0.5,18.7,104.1,114.7,-10.6,0.117,1.5,0.042,0.402,0.134,0.015,315,1.4,4.8,0.289
juan_toscano-anderson_gsw_20,27.0,13,0.231,20.9,99.5,111.5,-12.0,0.144,1.63,0.093,0.529,0.125,0.074,565,2.2,4.8,0.46
juan_toscano-anderson_gsw_21,28.0,53,0.528,20.9,109.4,105.6,3.8,0.181,2.46,0.102,0.676,0.108,0.098,2404,2.3,3.9,0.579
juan_toscano-anderson_tot_23,30.0,52,0.365,13.5,103.8,113.7,-9.9,0.122,1.91,0.083,0.505,0.109,0.053,1514,1.2,2.8,0.448
juan_hernangomez_tot_20,24.0,48,0.5,17.4,108.6,110.9,-2.3,0.063,1.25,0.111,0.518,0.149,0.072,1822,2.1,5.1,0.405
juan_hernangomez_tot_22,26.0,40,0.5,11.1,113.7,113.3,0.5,0.064,1.25,0.11,0.542,0.133,0.075,895,1.1,2.7,0.415
juli_champagnie_tot_23,22.0,17,0.412,18.8,108.2,118.8,-10.6,0.043,0.91,0.085,0.6,0.181,0.086,697,3.5,7.6,0.454
juli_reese_was_26,22.0,13,0.077,30.9,110.8,122.6,-11.8,0.084,0.75,0.174,0.557,0.173,0.092,853,4.8,9.2,0.529
juli_washburn_mem_19,27.0,18,0.389,14.1,102.9,105.0,-2.0,0.083,2.0,0.075,0.402,0.096,0.053,513,0.9,2.7,0.333
just_anderson_tot_17,23.0,75,0.32,16.4,101.5,108.6,-7.1,0.089,1.0,0.1,0.537,0.202,0.091,2481,2.5,5.9,0.424
just_anderson_brk_20,26.0,10,0.6,10.7,106.8,106.8,-0.1,0.099,2.0,0.088,0.352,0.162,0.028,237,1.0,3.8,0.263
just_anderson_tot_22,28.0,16,0.188,19.7,116.7,116.9,-0.1,0.135,4.13,0.076,0.493,0.149,0.067,652,2.3,5.9,0.379
just_champagnie_was_24,23.0,15,0.2,15.7,106.4,117.5,-11.1,0.112,1.9,0.103,0.526,0.162,0.088,512,2.1,5.2,0.41
just_edwards_phi_25,21.0,44,0.25,26.2,111.6,123.2,-11.6,0.084,1.41,0.065,0.559,0.165,0.062,2391,3.9,8.6,0.455
just_harper_phi_17,27.0,3,0.333,10.4,95.5,113.6,-18.1,0.1,0.5,0.0,0.5,0.208,0.039,67,1.7,4.0,0.417
just_holiday_tot_19,30.0,82,0.305,31.8,102.4,110.1,-7.7,0.084,1.4,0.06,0.52,0.153,0.068,5394,3.7,9.5,0.386
just_holiday_tot_22,33.0,74,0.338,27.8,108.8,113.9,-5.1,0.086,1.83,0.046,0.543,0.156,0.057,4302,3.5,8.9,0.394
just_jackson_tot_19,24.0,81,0.444,19.9,107.3,108.3,-0.9,0.081,3.31,0.06,0.561,0.141,0.076,3470,2.7,6.0,0.447
just_minaya_por_23,24.0,4,0.0,22.2,108.2,120.2,-12.0,0.056,1.0,0.08,0.363,0.123,0.022,196,1.8,5.8,0.304
just_minaya_por_24,25.0,34,0.088,11.2,99.9,108.4,-8.6,0.08,2.33,0.068,0.391,0.093,0.027,768,0.6,2.2,0.297
just_patton_hou_21,24.0,13,0.077,19.0,100.8,114.9,-14.1,0.084,3.5,0.09,0.488,0.128,0.065,524,2.2,5.4,0.414
just_robinson_tot_22,24.0,25,0.52,12.1,93.8,111.3,-17.5,0.175,1.88,0.031,0.404,0.153,0.023,658,1.1,3.7,0.301
just_wright-foreman_uta_20,22.0,4,0.25,11.3,88.5,121.1,-32.5,0.292,2.33,0.054,0.437,0.225,0.065,96,1.8,5.0,0.35
just_winslow_tot_22,26.0,48,0.5,16.1,108.1,105.9,2.1,0.155,1.71,0.12,0.479,0.178,0.093,1661,2.3,5.4,0.428
jusu_nurkic_tot_17,22.0,65,0.523,21.4,106.3,107.7,-1.4,0.142,0.86,0.161,0.528,0.232,0.117,2869,4.2,8.2,0.507
jusu_nurkic_tot_25,30.0,51,0.353,20.8,106.1,115.1,-9.0,0.167,1.19,0.181,0.555,0.202,0.116,2216,3.3,6.9,0.477
juwa_morgan_tot_22,25.0,2,0.5,15.5,106.2,132.3,-26.2,0.043,0.0,0.063,0.833,0.04,0.033,65,1.0,1.5,0.667
kj_martin_hou_21,20.0,45,0.222,23.7,105.5,117.0,-11.5,0.068,1.26,0.108,0.59,0.154,0.09,2275,3.6,7.1,0.509
kj_martin_hou_22,21.0,79,0.253,21.0,108.5,115.4,-6.9,0.091,1.68,0.088,0.603,0.158,0.095,3536,3.5,6.6,0.533
kj_martin_hou_23,22.0,82,0.268,28.0,110.6,118.7,-8.0,0.079,1.35,0.096,0.635,0.16,0.102,4858,5.0,8.8,0.569
kj_martin_tot_24,23.0,60,0.55,12.4,110.7,110.5,0.2,0.094,1.59,0.085,0.563,0.127,0.058,1572,1.6,3.0,0.536
kj_martin_tot_25,24.0,43,0.256,21.2,109.3,117.4,-8.1,0.074,2.0,0.067,0.618,0.112,0.061,1917,2.6,4.7,0.552
kj_mcdaniels_tot_17,24.0,49,0.571,10.3,103.6,107.2,-3.6,0.04,0.45,0.079,0.555,0.18,0.076,1059,1.6,3.4,0.456
kj_simpson_cho_25,22.0,36,0.083,23.4,101.0,116.4,-15.4,0.21,2.0,0.06,0.437,0.188,0.06,1734,2.9,8.4,0.346
kj_simpson_tot_26,23.0,20,0.5,12.9,110.1,110.0,0.0,0.246,1.72,0.072,0.426,0.21,0.065,537,1.7,5.0,0.343
kz_okpala_mia_22,23.0,21,0.667,11.6,106.9,104.2,2.7,0.082,2.8,0.081,0.521,0.141,0.068,491,1.4,3.3,0.435
kada_richmond_was_26,24.0,3,0.667,22.3,110.6,106.6,4.0,0.138,4.0,0.077,0.722,0.114,0.129,151,3.3,5.3,0.625
kade_allen_nyk_19,26.0,19,0.158,21.9,107.1,111.4,-4.3,0.277,2.92,0.06,0.574,0.195,0.101,869,3.4,7.4,0.461
kade_allen_nyk_20,27.0,10,0.3,11.7,106.3,116.4,-10.1,0.259,2.63,0.038,0.512,0.191,0.087,254,1.9,4.4,0.432
kai_jones_tot_25,24.0,40,0.5,11.7,107.0,109.2,-2.3,0.08,1.39,0.133,0.804,0.128,0.131,974,2.2,2.7,0.798
kam_jones_ind_26,24.0,37,0.162,16.7,106.0,116.0,-10.0,0.262,3.31,0.048,0.47,0.141,0.061,1334,1.8,4.6,0.402
keat_wallace_atl_25,26.0,31,0.484,16.2,106.2,108.4,-2.2,0.224,2.45,0.047,0.503,0.164,0.074,1075,2.1,5.2,0.401
keif_sykes_ind_22,28.0,32,0.188,17.7,108.5,112.9,-4.5,0.162,1.88,0.04,0.456,0.174,0.039,1159,2.2,5.9,0.363
keio_brooks_nop_25,24.0,14,0.143,23.7,100.7,121.2,-20.5,0.062,1.08,0.084,0.581,0.169,0.079,702,3.8,7.8,0.486
keit_bates-diop_min_19,23.0,30,0.333,16.8,107.1,112.2,-5.1,0.047,1.21,0.077,0.489,0.14,0.065,1058,2.0,4.7,0.423
keit_bates-diop_tot_20,24.0,44,0.227,16.9,100.3,110.9,-10.6,0.064,1.76,0.078,0.539,0.156,0.086,1601,2.3,5.3,0.427
keit_bates-diop_tot_24,28.0,53,0.547,12.5,109.3,113.1,-3.8,0.084,2.53,0.085,0.534,0.128,0.078,1366,1.4,3.1,0.434
kela_martin_min_20,24.0,31,0.387,16.0,101.4,103.1,-1.7,0.071,1.15,0.085,0.506,0.171,0.077,1096,2.3,5.8,0.392
kela_martin_tot_22,26.0,30,0.467,15.0,102.4,108.6,-6.2,0.072,1.5,0.059,0.484,0.18,0.06,921,2.3,5.7,0.409
kelj_blevins_por_22,26.0,31,0.129,11.3,97.1,124.9,-27.7,0.083,1.12,0.064,0.41,0.161,0.025,732,1.1,3.6,0.306
kell_olynyk_tot_21,30.0,70,0.371,28.5,110.7,113.2,-2.5,0.151,1.61,0.12,0.61,0.19,0.112,4205,4.8,10.0,0.484
kell_olynyk_tot_24,33.0,78,0.397,22.5,111.7,119.1,-7.3,0.275,2.28,0.116,0.661,0.171,0.116,3743,3.5,6.4,0.555
kell_olynyk_tot_25,34.0,44,0.273,20.2,110.7,113.4,-2.7,0.2,1.68,0.112,0.609,0.185,0.098,1858,3.0,6.1,0.5
kell_oubre_tot_19,23.0,69,0.304,28.0,107.2,113.3,-6.0,0.067,0.82,0.08,0.551,0.223,0.094,4180,5.4,12.2,0.445
kemb_walker_okc_21,31.0,43,0.512,31.8,114.5,111.4,3.1,0.233,2.41,0.062,0.559,0.256,0.123,2839,6.6,15.7,0.42
kemb_walker_nyk_22,32.0,37,0.432,25.6,105.4,114.5,-9.1,0.22,2.73,0.055,0.537,0.202,0.098,1951,4.0,10.0,0.403
kemb_walker_dal_23,33.0,9,0.556,16.0,110.5,112.4,-1.9,0.216,4.75,0.054,0.543,0.215,0.103,294,2.7,6.3,0.421
kend_nunn_tot_23,27.0,70,0.429,13.8,110.3,112.6,-2.3,0.137,1.36,0.054,0.53,0.227,0.076,2087,2.7,6.4,0.424
kend_perkins_cle_18,33.0,1,0.0,14.5,134.5,116.1,18.4,0.182,2.0,0.042,0.521,0.118,0.042,29,1.0,2.0,0.5
kenn_chandler_uta_26,23.0,11,0.091,32.3,113.3,122.6,-9.3,0.261,3.22,0.049,0.529,0.195,0.081,811,5.5,12.5,0.445
kenr_williams_nop_19,24.0,46,0.37,23.5,107.8,111.6,-3.8,0.094,2.31,0.094,0.485,0.119,0.062,2379,2.3,6.1,0.384
kent_bazemore_tot_20,30.0,68,0.471,24.8,107.5,106.6,0.8,0.077,1.02,0.081,0.499,0.171,0.064,3606,2.9,7.9,0.375
kent_caldwell-pope_mem_25,32.0,77,0.494,29.6,109.1,108.6,0.5,0.086,2.19,0.038,0.574,0.121,0.065,4577,3.1,7.1,0.439
keon_ellis_sac_24,24.0,57,0.579,17.2,114.4,109.0,5.5,0.115,2.3,0.062,0.627,0.123,0.068,2015,1.9,4.1,0.461
keon_ellis_tot_26,26.0,72,0.431,20.5,110.6,115.4,-4.8,0.067,1.76,0.045,0.579,0.129,0.058,3097,2.3,5.3,0.44
keon_johnson_tot_22,20.0,37,0.216,18.8,100.8,119.8,-19.0,0.174,1.65,0.056,0.453,0.207,0.052,1444,2.6,7.4,0.353
keon_johnson_brk_24,22.0,5,0.0,12.3,114.8,134.4,-19.5,0.071,0.6,0.059,0.59,0.212,0.061,128,1.6,4.2,0.381
kesh_gilbert_tot_26,22.0,4,0.0,18.4,103.2,141.3,-38.1,0.222,1.5,0.036,0.564,0.131,0.049,156,1.3,3.0,0.417
kess_edwards_brk_22,21.0,48,0.458,20.6,112.2,115.5,-3.3,0.04,0.74,0.084,0.516,0.132,0.051,2075,2.3,5.6,0.412
kess_edwards_tot_23,22.0,36,0.472,10.7,118.0,115.8,2.2,0.073,1.77,0.08,0.502,0.119,0.044,816,1.0,2.6,0.387
kess_edwards_dal_25,24.0,40,0.425,15.2,110.0,122.3,-12.3,0.09,2.63,0.096,0.597,0.11,0.067,1303,1.7,3.4,0.496
kevi_durant_tot_23,34.0,47,0.723,35.6,117.1,110.3,6.8,0.228,1.51,0.096,0.677,0.305,0.185,3458,10.3,18.3,0.56
kevi_huerter_tot_25,26.0,69,0.565,24.3,114.5,111.7,2.8,0.124,2.33,0.058,0.544,0.171,0.073,3581,3.7,8.8,0.425
kevi_huerter_tot_26,27.0,69,0.58,22.5,113.1,110.8,2.3,0.161,2.47,0.074,0.552,0.184,0.093,3327,3.9,8.6,0.451
kevi_knox_tot_23,23.0,63,0.19,15.1,104.3,115.8,-11.4,0.053,0.66,0.09,0.579,0.175,0.077,2066,2.4,5.3,0.458
kevi_knox_por_24,24.0,31,0.129,18.1,109.4,117.2,-7.8,0.057,1.05,0.066,0.57,0.157,0.062,1208,2.8,6.0,0.462
kevo_harris_orl_23,26.0,34,0.353,13.4,110.0,109.7,0.3,0.049,0.76,0.074,0.564,0.129,0.051,959,1.4,3.1,0.439
khem_birch_orl_18,25.0,42,0.333,13.8,104.9,104.0,0.8,0.088,1.62,0.152,0.582,0.131,0.109,1173,1.6,3.0,0.54
khri_middleton_tot_25,33.0,37,0.486,22.8,114.1,112.6,1.5,0.251,2.68,0.076,0.588,0.208,0.114,1845,4.3,9.1,0.475
khri_middleton_tot_26,34.0,63,0.286,22.8,110.0,121.1,-11.1,0.171,1.63,0.075,0.533,0.198,0.073,3118,3.6,8.6,0.42
khyr_thomas_hou_21,25.0,5,0.2,30.6,124.3,116.9,7.3,0.21,4.17,0.06,0.586,0.208,0.107,334,6.4,13.2,0.485
kill_hayes_brk_25,23.0,6,0.167,27.1,109.9,115.6,-5.7,0.274,3.44,0.055,0.559,0.145,0.085,342,3.0,7.2,0.419
kill_hayes_sac_26,24.0,23,0.435,17.6,107.8,110.6,-2.8,0.265,2.89,0.061,0.422,0.179,0.071,855,1.8,6.0,0.304
kill_tillie_mem_21,23.0,18,0.611,10.1,107.2,97.7,9.6,0.063,4.0,0.059,0.461,0.148,0.047,388,1.1,3.2,0.333
kobe_brown_tot_26,26.0,61,0.279,15.8,108.4,119.0,-10.5,0.123,1.51,0.096,0.594,0.154,0.078,2014,2.1,4.4,0.469
kobe_sanders_lac_26,24.0,68,0.529,19.9,113.1,112.9,0.2,0.117,1.35,0.056,0.597,0.155,0.062,2808,2.6,5.6,0.466
kobi_simmons_mem_18,20.0,32,0.188,20.1,100.7,117.7,-17.0,0.157,1.55,0.04,0.49,0.163,0.046,1316,2.5,5.9,0.423
kobi_simmons_tor_24,26.0,4,0.0,16.9,94.2,116.5,-22.3,0.3,12.0,0.051,0.476,0.141,0.102,139,2.3,5.3,0.429
kris_dunn_por_22,28.0,14,0.071,24.0,105.8,117.8,-12.0,0.339,2.47,0.073,0.482,0.176,0.088,707,3.1,7.3,0.431
kris_dunn_uta_23,29.0,22,0.364,25.8,111.6,115.9,-4.3,0.315,3.54,0.082,0.606,0.195,0.133,1240,5.3,9.8,0.537
kris_porzingis_tot_22,26.0,51,0.51,29.0,109.9,109.5,0.4,0.133,1.47,0.137,0.577,0.286,0.15,3030,6.9,15.0,0.459
kris_porzingis_tot_26,30.0,32,0.406,24.0,113.8,110.8,3.0,0.162,1.98,0.104,0.582,0.265,0.124,1658,5.4,12.1,0.446
ky_bowman_gsw_20,23.0,45,0.2,22.6,99.8,108.2,-8.4,0.202,1.87,0.057,0.494,0.168,0.067,2153,3.0,7.1,0.417
kyle_anderson_tot_25,31.0,61,0.492,16.4,106.1,107.6,-1.5,0.211,3.92,0.097,0.538,0.152,0.108,2093,2.3,5.0,0.469
kyle_anderson_tot_26,32.0,43,0.349,19.8,107.4,111.6,-4.2,0.204,3.23,0.084,0.573,0.131,0.095,1844,2.5,4.7,0.53
kyle_collinsworth_dal_18,26.0,32,0.281,15.0,105.3,107.4,-2.1,0.163,2.33,0.107,0.433,0.124,0.066,969,1.2,3.1,0.384
kyle_korver_tot_17,36.0,67,0.493,26.2,105.2,110.8,-5.7,0.093,1.59,0.053,0.635,0.147,0.081,3638,3.6,7.7,0.464
kyle_korver_tot_19,38.0,70,0.557,19.1,107.5,103.9,3.6,0.088,1.37,0.056,0.582,0.174,0.078,2880,2.9,6.9,0.416
kyle_korver_mil_20,39.0,58,0.741,16.6,109.0,103.7,5.4,0.092,1.42,0.055,0.62,0.145,0.076,2173,2.2,5.1,0.43
kyle_kuzma_tot_25,29.0,65,0.385,29.8,105.8,116.1,-10.3,0.123,1.04,0.091,0.514,0.233,0.08,4158,5.7,13.0,0.436
kylo_kelley_tot_25,27.0,11,0.273,11.5,101.4,130.5,-29.1,0.056,1.25,0.134,0.644,0.097,0.072,276,1.3,2.0,0.636
kyri_irving_tot_23,31.0,60,0.533,37.3,117.9,113.2,4.7,0.233,2.59,0.07,0.613,0.286,0.146,4599,9.9,20.1,0.494
lj_cryer_gsw_26,24.0,18,0.333,16.2,109.2,109.6,-0.4,0.092,1.29,0.049,0.59,0.196,0.07,612,2.6,6.5,0.402
lama_stevens_cle_21,23.0,40,0.325,12.5,100.1,110.5,-10.4,0.079,1.09,0.092,0.521,0.152,0.072,1042,1.6,3.4,0.456
lanc_thomas_brk_20,32.0,7,0.571,14.0,109.3,133.5,-24.2,0.078,1.0,0.07,0.485,0.13,0.02,205,1.1,3.3,0.348
land_shamet_tot_19,22.0,79,0.646,22.8,111.0,109.3,1.7,0.09,2.6,0.036,0.604,0.145,0.063,3889,3.0,7.1,0.431
land_shamet_nyk_25,28.0,50,0.6,15.2,111.6,106.5,5.1,0.049,1.23,0.039,0.601,0.143,0.062,1583,2.1,4.6,0.461
lang_galloway_tot_17,25.0,74,0.392,20.2,103.2,105.5,-2.3,0.098,2.02,0.05,0.51,0.18,0.067,3088,2.8,7.4,0.38
lang_galloway_tot_22,30.0,7,0.571,15.2,93.4,100.0,-6.6,0.156,2.0,0.067,0.269,0.118,0.029,229,0.9,3.7,0.231
larr_nance_tot_18,25.0,66,0.485,21.5,104.9,103.9,1.0,0.085,1.61,0.152,0.605,0.155,0.128,2984,3.6,6.3,0.581
larr_nance_tot_22,29.0,46,0.413,22.6,110.7,112.6,-1.9,0.115,2.19,0.12,0.59,0.128,0.098,2118,2.8,5.4,0.522
laws_lovering_mem_26,23.0,2,0.5,24.6,110.5,110.6,-0.1,0.07,1.5,0.143,0.574,0.106,0.07,114,3.0,5.0,0.6
leak_black_cho_24,25.0,26,0.077,10.9,105.1,109.2,-4.0,0.117,4.0,0.081,0.589,0.099,0.079,587,1.0,2.0,0.481
leak_black_was_26,26.0,15,0.067,28.9,109.6,119.5,-9.9,0.064,1.57,0.084,0.498,0.113,0.051,931,2.7,6.9,0.388
leon_miller_tot_26,22.0,46,0.391,15.6,111.7,114.1,-2.5,0.077,1.11,0.118,0.633,0.176,0.104,1605,3.2,5.7,0.553
lest_quinones_gsw_24,23.0,37,0.649,10.7,109.6,109.0,0.6,0.126,2.12,0.085,0.533,0.171,0.069,840,1.5,3.8,0.397
lest_quinones_tot_25,24.0,13,0.231,14.1,104.5,110.4,-5.9,0.198,1.71,0.048,0.514,0.213,0.065,402,2.4,6.0,0.397
lind_wigginton_mil_22,24.0,19,0.579,10.5,107.3,119.2,-11.8,0.167,1.92,0.062,0.524,0.183,0.06,437,1.4,3.2,0.426
lind_wigginton_mil_23,25.0,7,0.571,12.4,101.6,121.8,-20.2,0.264,1.17,0.04,0.61,0.251,0.083,187,2.6,5.3,0.486
lind_waters_okc_22,24.0,25,0.24,18.6,108.5,113.2,-4.7,0.078,2.18,0.075,0.562,0.166,0.082,1000,2.8,7.0,0.406
lind_waters_tot_25,27.0,52,0.519,15.0,111.6,110.2,1.4,0.092,2.6,0.067,0.504,0.145,0.061,1607,1.8,4.8,0.369
lonn_walker_phi_25,26.0,20,0.15,23.8,104.7,118.7,-14.1,0.167,2.0,0.063,0.548,0.214,0.091,1009,4.5,10.6,0.42
lonz_ball_cle_26,28.0,35,0.543,20.8,111.0,109.7,1.3,0.236,2.62,0.089,0.432,0.13,0.077,1595,1.5,5.0,0.301
lou_williams_tot_17,30.0,81,0.42,24.6,110.1,109.1,0.9,0.193,1.49,0.048,0.593,0.277,0.133,4260,5.3,12.3,0.429
lou_williams_tot_21,34.0,66,0.667,21.6,112.3,110.6,1.8,0.233,2.08,0.048,0.519,0.244,0.096,3025,4.0,9.8,0.41
loui_king_sac_21,22.0,6,0.5,14.2,97.3,100.5,-3.3,0.18,2.25,0.093,0.6,0.191,0.148,185,2.8,5.7,0.5
loui_king_sac_22,23.0,10,0.2,10.4,103.1,115.0,-11.9,0.125,0.0,0.051,0.438,0.195,0.047,225,1.5,4.7,0.319
loui_king_phi_23,24.0,1,1.0,28.8,125.8,120.6,5.2,0.091,1.0,0.07,0.744,0.205,0.107,62,8.0,13.0,0.615
luca_williamson_mem_26,27.0,7,0.0,32.0,105.2,129.7,-24.5,0.108,1.8,0.08,0.465,0.159,0.044,499,3.6,10.7,0.333
lugu_dort_okc_20,21.0,36,0.722,22.8,112.6,108.3,4.4,0.045,1.23,0.049,0.506,0.139,0.034,1700,2.4,6.1,0.394
luka_doncic_tot_25,26.0,50,0.62,35.4,119.6,110.5,9.1,0.342,2.14,0.112,0.587,0.328,0.17,3696,9.2,20.5,0.45
luka_garza_det_22,23.0,32,0.094,12.2,104.6,110.9,-6.3,0.086,1.11,0.124,0.535,0.195,0.075,823,2.1,4.6,0.449
luka_samanic_uta_23,23.0,7,0.286,23.0,109.6,111.3,-1.7,0.115,1.5,0.09,0.55,0.193,0.079,354,3.7,8.1,0.456
luke_babbitt_tot_18,29.0,50,0.3,14.3,105.6,108.3,-2.7,0.064,1.63,0.067,0.576,0.147,0.068,1495,1.8,4.3,0.423
