id,AGE,GP,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,REB_PCT,TS_PCT,USG_PCT,PIE,POSS,FGM_PG,FGA_PG,FG_PCT
hami_diallo_tot_21,22.0,52,0.346,23.6,102.0,110.6,-8.6,0.133,1.33,0.105,0.541,0.218,0.099,2583,4.3,9.0,0.477
harr_barnes_tot_19,27.0,77,0.442,32.9,108.0,109.4,-1.5,0.069,1.17,0.066,0.55,0.202,0.088,5405,5.6,13.3,0.42
hass_gravett_orl_22,25.0,8,0.25,21.4,105.8,107.6,-1.8,0.177,2.22,0.063,0.629,0.13,0.084,344,2.3,4.8,0.474
hayd_gray_uta_26,23.0,1,0.0,24.8,103.8,132.7,-29.0,0.05,1.0,0.0,0.773,0.079,0.05,53,2.0,3.0,0.667
hayw_highsmith_pho_26,29.0,7,0.571,13.0,117.8,116.1,1.7,0.119,0.0,0.072,0.729,0.121,0.107,180,1.7,3.3,0.522
henr_ellenson_tor_21,24.0,2,0.0,19.2,98.8,88.2,10.6,0.208,0.0,0.129,0.476,0.167,0.106,83,2.5,7.0,0.357
holl_thompson_tot_17,26.0,40,0.3,18.8,99.7,104.3,-4.5,0.072,3.18,0.07,0.482,0.131,0.058,1538,1.9,5.0,0.385
ibou_badji_por_24,21.0,22,0.227,10.3,95.5,112.3,-16.8,0.088,0.87,0.109,0.623,0.079,0.033,470,0.6,1.0,0.636
igna_brazdeikis_orl_22,23.0,42,0.214,12.8,100.6,116.4,-15.7,0.11,2.18,0.062,0.52,0.172,0.061,1136,1.9,4.5,0.431
iman_shumpert_tot_19,29.0,62,0.629,23.9,109.1,110.5,-1.4,0.098,2.24,0.057,0.499,0.143,0.057,3202,2.7,7.2,0.374
iman_shumpert_brk_20,30.0,13,0.692,18.5,97.2,106.2,-9.0,0.078,1.2,0.064,0.403,0.134,0.039,497,1.6,4.9,0.328
imma_quickley_tot_24,25.0,68,0.412,29.2,113.2,114.2,-1.0,0.245,3.28,0.064,0.577,0.233,0.119,4157,5.7,13.1,0.434
isaa_humphries_atl_19,21.0,5,0.2,11.3,97.7,114.7,-17.1,0.0,0.0,0.085,0.357,0.142,0.012,129,1.2,4.2,0.286
isai_briscoe_orl_19,23.0,39,0.436,14.3,102.8,100.9,2.0,0.226,2.81,0.06,0.455,0.139,0.057,1165,1.4,3.5,0.399
isai_canaan_tot_19,28.0,30,0.333,20.9,102.5,114.9,-12.3,0.194,2.4,0.047,0.518,0.147,0.057,1298,2.1,5.5,0.39
isai_hartenstein_tot_21,23.0,46,0.435,12.1,107.8,105.7,2.1,0.147,1.25,0.16,0.583,0.187,0.108,1152,2.0,3.7,0.55
isai_hicks_nyk_18,23.0,18,0.222,13.3,102.0,109.7,-7.7,0.098,1.0,0.081,0.501,0.175,0.033,497,1.8,4.0,0.458
isai_hicks_nyk_19,24.0,3,0.333,10.8,100.0,104.5,-4.5,0.118,2.0,0.103,0.588,0.153,0.104,67,1.3,2.7,0.5
isai_jackson_tot_26,24.0,55,0.364,16.5,111.8,114.7,-2.9,0.083,0.9,0.155,0.653,0.152,0.104,1934,2.7,4.3,0.637
isai_livers_det_22,23.0,19,0.421,20.2,113.8,114.6,-0.8,0.077,1.4,0.072,0.629,0.125,0.066,783,2.2,4.7,0.456
isai_livers_det_24,25.0,23,0.043,20.4,106.1,125.4,-19.3,0.071,1.56,0.05,0.46,0.122,0.026,1011,1.7,5.0,0.345
isai_mobley_phi_25,25.0,1,0.0,17.4,92.7,110.0,-17.3,0.556,0.0,0.091,0.381,0.17,0.099,41,2.0,7.0,0.286
isai_roby_nyk_23,25.0,42,0.214,11.3,102.5,112.9,-10.4,0.114,1.23,0.11,0.497,0.173,0.07,1025,1.6,3.7,0.432
isai_stevens_sac_26,25.0,3,0.0,14.3,110.2,123.3,-13.0,0.357,5.0,0.038,0.571,0.107,0.093,88,1.0,2.3,0.429
isai_taylor_hou_17,22.0,4,0.75,13.0,103.5,121.2,-17.7,0.07,0.0,0.028,0.19,0.064,-0.013,114,0.3,1.8,0.143
isai_thomas_tot_18,29.0,32,0.469,26.9,107.9,114.8,-6.9,0.268,1.61,0.037,0.508,0.276,0.077,1854,4.9,13.2,0.373
isai_thomas_was_20,31.0,40,0.35,23.1,109.8,120.2,-10.4,0.224,1.9,0.036,0.531,0.236,0.07,2030,4.4,10.7,0.408
isai_thomas_nop_21,32.0,3,0.333,16.1,106.7,100.0,6.7,0.167,0.83,0.036,0.412,0.274,0.033,105,3.0,9.0,0.333
isai_thomas_tot_22,33.0,22,0.545,15.2,107.8,109.0,-1.3,0.155,2.27,0.042,0.516,0.245,0.074,707,3.0,7.6,0.401
isai_wong_cho_25,24.0,20,0.1,13.3,100.0,102.6,-2.6,0.187,1.56,0.06,0.5,0.22,0.077,548,2.1,5.3,0.39
ish_smith_tot_22,33.0,65,0.415,17.3,107.1,113.8,-6.7,0.318,3.13,0.061,0.465,0.195,0.092,2364,2.8,6.6,0.43
ish_wainright_pho_23,28.0,60,0.55,15.3,112.7,106.6,6.1,0.075,2.41,0.071,0.522,0.117,0.051,1922,1.4,3.8,0.37
ivan_rabb_mem_18,21.0,36,0.167,14.3,102.5,110.9,-8.4,0.095,0.91,0.157,0.599,0.167,0.111,1059,2.4,4.2,0.566
ivic_zubac_tot_19,22.0,59,0.542,17.6,106.5,104.7,1.8,0.093,0.9,0.164,0.604,0.199,0.127,2260,3.6,6.4,0.559
ivic_zubac_tot_26,29.0,48,0.354,30.1,115.6,117.9,-2.4,0.11,1.22,0.178,0.622,0.186,0.13,2949,6.0,10.0,0.598
jj_redick_lac_17,33.0,78,0.641,28.2,115.8,106.2,9.6,0.074,1.12,0.039,0.599,0.211,0.089,4495,5.1,11.4,0.445
jj_redick_phi_18,34.0,70,0.643,30.2,109.4,102.4,7.0,0.149,2.04,0.04,0.614,0.206,0.108,4563,5.8,12.6,0.46
jj_redick_phi_19,35.0,76,0.645,31.3,110.3,104.7,5.6,0.129,2.04,0.036,0.602,0.209,0.099,5218,5.9,13.5,0.44
jj_redick_nop_20,36.0,60,0.433,26.3,111.7,112.7,-1.0,0.107,1.59,0.045,0.644,0.197,0.098,3501,4.8,10.5,0.453
jj_redick_tot_21,37.0,44,0.5,16.4,109.3,110.6,-1.3,0.098,1.42,0.044,0.564,0.184,0.067,1552,2.4,6.1,0.397
smit_smith_cle_17,31.0,41,0.61,29.0,112.5,110.0,2.6,0.071,2.38,0.046,0.484,0.143,0.046,2421,3.0,8.7,0.346
smit_smith_cle_18,32.0,80,0.613,28.1,110.9,113.2,-2.3,0.087,1.74,0.053,0.534,0.136,0.052,4626,3.0,7.4,0.403
smit_smith_cle_19,33.0,11,0.091,20.2,101.5,104.9,-3.4,0.133,1.91,0.039,0.444,0.176,0.051,473,2.5,7.2,0.342
smit_smith_lal_20,34.0,6,0.333,13.2,101.1,117.9,-16.7,0.056,0.75,0.032,0.372,0.144,0.006,174,1.2,3.7,0.318
jt_thor_tot_25,22.0,20,0.5,12.5,95.3,115.3,-20.0,0.04,0.67,0.085,0.517,0.132,0.065,515,1.3,3.0,0.424
jaka_sampson_sac_18,25.0,22,0.273,15.6,99.9,100.0,-0.1,0.041,1.13,0.11,0.585,0.124,0.087,684,2.0,3.7,0.543
jaka_sampson_chi_19,26.0,4,0.25,31.8,107.3,109.6,-2.3,0.052,1.0,0.117,0.633,0.234,0.162,260,7.3,13.5,0.537
jamy_green_tot_19,29.0,65,0.477,21.1,103.3,109.1,-5.8,0.058,0.57,0.143,0.587,0.185,0.103,2888,3.5,7.3,0.483
jamy_green_gsw_23,33.0,57,0.526,14.0,108.3,116.4,-8.2,0.094,0.98,0.125,0.65,0.169,0.097,1741,2.4,4.4,0.54
java_mcgee_tot_21,33.0,46,0.457,14.7,100.9,106.9,-6.1,0.098,0.65,0.166,0.541,0.228,0.115,1410,3.1,6.1,0.511
jaba_parker_tot_19,24.0,64,0.281,26.9,104.6,110.8,-6.2,0.14,1.01,0.117,0.56,0.236,0.111,3706,5.8,11.7,0.493
jaba_parker_tot_20,25.0,38,0.237,24.2,110.4,115.3,-4.9,0.11,1.06,0.116,0.571,0.233,0.113,2012,5.8,11.3,0.51
jaba_walker_por_23,20.0,56,0.375,11.1,104.8,113.8,-9.0,0.08,1.17,0.104,0.496,0.164,0.06,1331,1.5,3.5,0.419
jaba_walker_phi_26,23.0,64,0.563,11.9,112.8,112.8,0.0,0.061,1.26,0.12,0.568,0.142,0.073,1629,1.5,3.3,0.455
jack_cooley_sac_18,27.0,7,0.571,12.5,95.4,100.0,-4.6,0.128,2.0,0.155,0.566,0.185,0.143,173,1.9,3.9,0.481
jack_white_okc_24,26.0,4,0.0,15.9,89.1,111.1,-22.1,0.024,0.5,0.083,0.188,0.11,0.011,137,0.5,4.0,0.125
jaco_evans_tot_20,23.0,29,0.276,14.4,99.0,110.0,-11.0,0.12,1.24,0.046,0.436,0.167,0.033,905,1.6,4.6,0.336
jaco_gilyard_mem_23,24.0,1,0.0,40.8,101.1,116.1,-14.9,0.212,3.5,0.044,0.5,0.052,0.056,87,1.0,3.0,0.333
jaco_gilyard_tot_24,25.0,41,0.293,17.0,105.8,117.7,-12.0,0.29,4.57,0.033,0.573,0.112,0.077,1418,1.5,3.7,0.4
jade_hardy_dal_23,20.0,48,0.417,14.8,112.5,115.6,-3.1,0.147,1.41,0.061,0.571,0.248,0.09,1502,3.0,6.9,0.438
jade_hardy_tot_26,23.0,57,0.228,15.8,112.0,116.4,-4.4,0.095,0.94,0.047,0.566,0.239,0.066,1936,3.2,7.5,0.424
jade_ivey_tot_26,24.0,37,0.622,18.1,110.3,108.2,2.1,0.145,1.66,0.065,0.571,0.192,0.091,1422,3.1,6.9,0.445
jade_springer_tot_24,21.0,49,0.653,10.3,112.4,112.9,-0.5,0.121,1.29,0.078,0.49,0.167,0.055,1046,1.2,3.0,0.399
jae_crowder_tot_18,27.0,80,0.65,26.1,107.9,107.2,0.6,0.071,1.34,0.066,0.525,0.169,0.061,4339,3.4,8.4,0.404
jae_crowder_tot_20,29.0,65,0.446,28.8,109.0,111.9,-2.9,0.117,2.33,0.098,0.553,0.152,0.089,4024,3.5,8.7,0.401
jahl_okafor_tot_18,22.0,28,0.25,12.6,92.6,115.2,-22.6,0.07,0.57,0.122,0.584,0.216,0.105,716,2.8,4.9,0.558
jahm_mashack_mem_26,23.0,31,0.323,21.7,106.2,120.7,-14.5,0.141,1.41,0.057,0.456,0.156,0.041,1459,2.5,6.3,0.395
jahm_ramsey_tor_24,23.0,7,0.0,17.3,100.4,110.8,-10.4,0.103,1.14,0.085,0.538,0.18,0.085,259,2.6,5.9,0.439
jake_laravia_tot_25,23.0,66,0.606,20.4,115.0,111.2,3.8,0.15,1.84,0.091,0.591,0.14,0.081,2926,2.4,5.1,0.475
jako_poeltl_sas_19,23.0,77,0.558,16.5,110.0,106.1,3.9,0.099,1.94,0.154,0.64,0.125,0.11,2668,2.4,3.8,0.645
jako_poeltl_tot_23,27.0,72,0.361,26.5,112.4,115.5,-3.1,0.146,1.58,0.174,0.635,0.18,0.13,3983,5.4,8.6,0.629
jale_harris_tor_21,22.0,13,0.231,13.2,108.2,107.8,0.3,0.153,1.21,0.052,0.632,0.219,0.097,368,2.8,5.5,0.5
jale_hood-schifino_tot_25,22.0,15,0.2,21.0,107.2,123.5,-16.4,0.165,2.06,0.041,0.494,0.164,0.049,670,2.5,6.5,0.378
jale_jones_tot_18,25.0,16,0.188,11.3,109.3,115.9,-6.6,0.032,0.57,0.104,0.485,0.193,0.051,364,1.6,4.3,0.382
jale_jones_cle_19,26.0,16,0.188,13.4,105.7,112.5,-6.7,0.05,0.88,0.08,0.548,0.162,0.054,454,1.6,3.9,0.419
jale_mcdaniels_cho_20,22.0,16,0.438,18.3,105.3,108.8,-3.6,0.069,1.18,0.11,0.574,0.131,0.075,586,2.1,4.4,0.471
jale_mcdaniels_tot_23,25.0,80,0.388,23.9,110.5,113.9,-3.4,0.094,1.4,0.087,0.557,0.165,0.08,4079,3.5,7.7,0.455
jale_slawson_ind_26,26.0,13,0.231,23.9,106.8,111.1,-4.3,0.167,2.12,0.086,0.562,0.136,0.09,657,2.6,5.9,0.442
jale_smith_tot_22,22.0,51,0.569,18.1,112.0,109.3,2.7,0.038,0.57,0.157,0.595,0.193,0.119,1930,3.5,6.9,0.503
jale_wilson_brk_24,23.0,43,0.326,15.5,111.4,113.0,-1.6,0.095,2.37,0.097,0.537,0.138,0.075,1351,1.8,4.2,0.425
jama_cain_mia_23,24.0,18,0.556,13.3,108.0,102.5,5.5,0.076,2.0,0.105,0.647,0.139,0.114,511,2.1,3.7,0.561
jama_cain_mia_24,25.0,26,0.538,10.0,105.4,108.8,-3.4,0.056,1.25,0.072,0.544,0.158,0.068,540,1.3,3.0,0.43
jama_cain_nop_25,26.0,37,0.162,13.6,106.4,119.3,-12.9,0.065,1.0,0.082,0.544,0.167,0.067,1052,1.8,4.3,0.43
jama_cain_orl_26,27.0,40,0.55,12.1,118.0,113.5,4.5,0.085,1.53,0.08,0.624,0.159,0.081,1021,1.9,3.8,0.487
jama_crawford_min_18,38.0,80,0.563,20.7,108.4,112.8,-4.5,0.177,1.95,0.031,0.519,0.231,0.079,3384,3.9,9.3,0.415
jama_crawford_pho_19,39.0,64,0.203,18.9,101.4,116.5,-15.1,0.283,2.31,0.034,0.522,0.198,0.083,2632,2.7,6.8,0.397
jama_bouyea_tot_23,24.0,5,0.4,14.1,106.5,119.7,-13.2,0.091,1.0,0.049,0.504,0.12,0.039,138,1.2,2.8,0.429
jama_bouyea_tot_24,25.0,9,0.222,10.5,94.0,101.5,-7.5,0.183,1.22,0.094,0.375,0.162,0.041,199,1.1,3.1,0.357
jama_bouyea_mil_25,26.0,5,0.8,12.3,118.5,117.8,0.6,0.213,1.25,0.041,0.581,0.163,0.067,130,1.2,2.4,0.5
jama_bouyea_pho_26,26.0,46,0.5,14.0,106.0,104.6,1.4,0.191,2.73,0.062,0.523,0.184,0.103,1301,2.3,5.1,0.458
jame_artis_orl_18,25.0,15,0.267,18.6,103.5,104.4,-0.9,0.098,2.25,0.064,0.457,0.142,0.062,564,2.1,5.3,0.392
jame_ennis_tot_18,27.0,72,0.347,22.3,102.3,107.9,-5.6,0.069,1.27,0.07,0.588,0.134,0.073,3240,2.5,5.3,0.474
jame_ennis_tot_19,28.0,58,0.603,21.2,110.5,109.8,0.7,0.047,1.21,0.074,0.59,0.125,0.056,2576,2.4,5.1,0.469
jame_ennis_tot_20,29.0,69,0.609,18.3,110.3,110.2,0.1,0.067,1.09,0.096,0.565,0.151,0.068,2693,2.3,5.2,0.446
jame_harden_tot_21,31.0,44,0.705,36.6,117.2,114.3,2.9,0.442,2.68,0.111,0.618,0.283,0.174,3347,7.8,16.7,0.466
jame_harden_tot_22,32.0,65,0.615,37.2,114.9,111.4,3.5,0.401,2.35,0.103,0.583,0.266,0.153,5015,6.3,15.3,0.41
jame_harden_tot_26,36.0,70,0.571,34.8,118.8,117.0,1.8,0.347,2.27,0.07,0.61,0.279,0.143,4995,7.0,16.0,0.434
jame_johnson_tot_20,33.0,32,0.438,19.4,109.1,113.8,-4.6,0.177,1.54,0.09,0.572,0.186,0.086,1356,3.2,6.7,0.479
jame_johnson_tot_21,34.0,51,0.412,20.5,106.4,111.4,-5.0,0.134,1.78,0.08,0.51,0.166,0.071,2220,2.9,6.4,0.446
jame_webb_brk_18,24.0,10,0.1,12.0,98.0,111.3,-13.3,0.044,1.0,0.096,0.333,0.099,0.019,254,0.6,2.4,0.25
jame_wiseman_tot_23,22.0,45,0.244,19.3,104.7,121.9,-17.2,0.057,0.59,0.156,0.589,0.212,0.104,1825,4.2,7.5,0.558
jame_wiseman_ind_26,25.0,4,0.0,14.6,92.9,102.4,-9.5,0.075,0.6,0.062,0.597,0.114,0.01,127,1.5,2.5,0.6
jame_young_phi_18,22.0,6,0.667,10.2,90.2,110.6,-20.4,0.053,2.0,0.016,0.511,0.131,0.024,122,0.8,2.3,0.357
jami_wilson_lac_18,27.0,15,0.4,18.3,106.2,105.4,0.8,0.056,1.25,0.055,0.634,0.145,0.067,551,2.5,5.4,0.469
jami_watkins_was_26,24.0,50,0.2,20.6,109.4,115.8,-6.4,0.089,1.68,0.092,0.554,0.148,0.069,2211,2.6,5.9,0.446
jami_battle_tor_25,24.0,59,0.356,17.7,105.0,113.4,-8.4,0.073,1.96,0.072,0.59,0.147,0.072,2222,2.5,5.9,0.429
jamo_pickett_det_22,24.0,13,0.308,13.6,109.1,108.8,0.3,0.057,1.4,0.086,0.491,0.133,0.057,374,1.4,3.8,0.36
jare_butler_okc_23,22.0,6,0.5,12.8,106.2,103.6,2.6,0.16,1.6,0.024,0.578,0.208,0.085,161,2.5,5.3,0.469
jare_butler_was_24,23.0,40,0.15,14.1,107.6,111.4,-3.8,0.321,2.52,0.049,0.579,0.194,0.103,1217,2.5,5.0,0.488
jare_butler_tot_25,24.0,60,0.1,17.4,108.5,114.5,-6.0,0.317,2.75,0.049,0.549,0.222,0.102,2232,3.4,7.6,0.448
jare_mccain_tot_26,22.0,67,0.687,17.3,113.5,108.9,4.6,0.111,1.61,0.056,0.551,0.198,0.079,2484,3.0,7.2,0.425
jare_rhoden_det_23,23.0,14,0.143,14.1,114.9,110.6,4.3,0.028,1.33,0.094,0.482,0.106,0.041,409,1.2,3.1,0.386
jare_rhoden_det_24,24.0,17,0.118,14.4,105.7,115.0,-9.4,0.085,2.0,0.068,0.597,0.135,0.068,513,1.9,3.9,0.5
jare_rhoden_tot_25,25.0,14,0.571,16.2,118.1,103.4,14.7,0.098,1.78,0.082,0.602,0.183,0.106,486,3.0,6.2,0.483
jare_sullinger_tor_17,25.0,11,0.182,10.7,90.8,104.7,-13.9,0.048,0.75,0.106,0.366,0.199,0.027,238,1.4,4.3,0.319
jare_eddie_pho_17,25.0,5,0.0,12.5,90.8,93.7,-2.9,0.0,0.0,0.042,0.523,0.152,0.082,141,1.2,3.8,0.316
jare_jackson_tot_26,26.0,48,0.396,30.3,108.7,110.8,-2.0,0.105,0.88,0.085,0.576,0.253,0.107,3140,7.1,15.0,0.476
jaro_blossomgame_cle_19,25.0,27,0.148,16.3,103.7,109.6,-6.0,0.043,1.18,0.107,0.51,0.12,0.078,904,1.7,3.9,0.443
jarr_vanderbilt_tot_23,24.0,78,0.551,24.1,114.7,116.2,-1.5,0.134,1.9,0.154,0.604,0.136,0.105,3946,3.2,5.8,0.548
jarr_brantley_uta_20,24.0,9,0.333,10.7,90.7,107.7,-17.0,0.193,1.57,0.099,0.416,0.155,0.074,205,1.1,3.1,0.357
jarr_allen_tot_21,23.0,63,0.317,29.6,108.3,113.9,-5.6,0.087,1.06,0.17,0.661,0.163,0.138,3847,4.7,7.7,0.618
jarr_culver_atl_23,24.0,10,0.5,13.7,108.5,114.1,-5.7,0.055,0.86,0.135,0.452,0.164,0.068,295,1.7,4.3,0.395
jarr_jack_nop_17,33.0,2,0.5,16.5,88.4,98.5,-10.1,0.263,1.67,0.0,0.773,0.089,0.051,69,1.0,1.5,0.667
jarr_uthoff_dal_17,24.0,9,0.222,12.7,95.1,122.1,-27.0,0.141,3.0,0.091,0.487,0.169,0.081,225,1.8,4.2,0.421
jaso_preston_uta_24,24.0,7,0.286,10.2,120.4,105.3,15.1,0.25,8.0,0.109,0.316,0.121,0.079,152,0.9,2.7,0.316
javo_freeman-liberty_tor_24,24.0,22,0.136,18.3,102.6,120.7,-18.2,0.143,1.6,0.087,0.547,0.17,0.08,856,2.5,5.6,0.444
javo_small_mem_26,23.0,41,0.317,20.2,111.7,117.4,-5.7,0.257,2.7,0.074,0.611,0.183,0.109,1802,3.3,7.0,0.465
javo_green_tot_21,27.0,41,0.463,11.6,109.0,107.2,1.8,0.048,0.89,0.077,0.61,0.122,0.069,999,1.3,2.5,0.52
javo_green_chi_24,30.0,9,0.556,25.6,117.8,112.8,5.0,0.027,0.71,0.154,0.681,0.159,0.121,473,5.0,8.3,0.6
javo_smart_tot_22,23.0,17,0.647,11.8,99.8,110.3,-10.6,0.121,1.45,0.056,0.407,0.154,0.039,419,1.1,3.5,0.317
jawu_evans_lac_18,21.0,48,0.5,16.2,106.2,104.1,2.1,0.177,2.27,0.053,0.421,0.17,0.046,1661,1.9,5.3,0.352
jay_huff_was_23,25.0,7,0.286,13.6,117.5,118.5,-1.1,0.135,2.0,0.106,0.796,0.155,0.116,212,2.1,3.6,0.6
jay_scrubb_lac_21,20.0,4,0.5,21.0,112.8,115.6,-2.8,0.015,0.14,0.079,0.458,0.217,0.051,179,3.5,9.0,0.389
jay_scrubb_orl_23,22.0,2,0.5,15.1,98.5,127.0,-28.5,0.056,0.33,0.128,0.825,0.151,0.104,65,2.5,3.5,0.714
jayl_adams_atl_19,23.0,34,0.382,12.6,102.5,109.1,-6.5,0.201,2.32,0.063,0.474,0.131,0.055,954,1.1,3.2,0.345
jayl_clark_min_25,23.0,40,0.7,13.0,115.2,109.6,5.6,0.067,3.25,0.05,0.598,0.115,0.057,1101,1.4,3.0,0.467
jayl_hoard_okc_21,22.0,19,0.053,16.8,99.9,108.9,-9.1,0.11,1.41,0.095,0.547,0.156,0.093,697,2.3,4.6,0.5
jayl_hoard_okc_22,23.0,7,0.286,34.2,101.8,119.1,-17.2,0.113,2.13,0.167,0.536,0.184,0.121,491,6.3,12.9,0.489
jayl_martin_tot_25,21.0,16,0.188,14.9,93.6,120.7,-27.1,0.12,1.42,0.086,0.497,0.155,0.074,502,1.9,4.6,0.419
jayl_morris_atl_18,22.0,6,0.333,16.4,87.1,105.0,-17.9,0.13,1.17,0.072,0.438,0.154,0.077,217,2.2,5.3,0.406
jayl_nowell_tot_24,24.0,13,0.231,16.4,103.6,111.0,-7.4,0.137,2.71,0.053,0.494,0.176,0.066,447,2.6,6.0,0.436
jayl_nowell_was_25,25.0,8,0.125,21.0,100.9,114.0,-13.1,0.176,2.25,0.058,0.43,0.215,0.06,338,3.3,9.1,0.356
jayl_sims_cho_25,26.0,6,0.0,18.6,100.4,120.4,-20.0,0.176,1.5,0.025,0.607,0.159,0.057,235,2.0,4.7,0.429
jayl_wells_mem_25,21.0,79,0.595,25.9,116.7,111.9,4.7,0.082,1.96,0.061,0.56,0.156,0.065,4444,3.6,8.6,0.425
jeff_dowtin_tot_22,25.0,9,0.444,12.0,97.4,109.6,-12.3,0.139,2.0,0.08,0.353,0.119,0.05,230,0.9,2.9,0.308
jeff_dowtin_tor_23,26.0,25,0.68,10.3,112.7,113.3,-0.6,0.154,6.2,0.044,0.5,0.106,0.067,520,1.0,2.3,0.439
jeff_dowtin_phi_24,27.0,12,0.583,11.8,111.0,104.1,6.8,0.262,5.4,0.067,0.689,0.124,0.139,292,1.7,3.0,0.556
jeff_dowtin_phi_25,28.0,41,0.244,15.1,107.6,116.7,-9.2,0.196,5.2,0.047,0.57,0.176,0.106,1291,2.7,5.6,0.487
jeff_teague_tot_20,32.0,59,0.373,24.8,108.0,113.7,-5.7,0.306,2.66,0.046,0.557,0.192,0.1,3187,3.6,8.3,0.436
jeme_jones_lal_19,24.0,6,0.5,23.9,108.7,98.0,10.7,0.115,2.6,0.15,0.398,0.108,0.098,298,2.0,5.5,0.364
jera_grant_tot_17,23.0,80,0.538,19.1,104.0,108.4,-4.4,0.044,1.05,0.064,0.556,0.122,0.058,3158,1.9,4.1,0.463
jere_martin_brk_20,24.0,9,0.667,11.0,107.4,115.8,-8.4,0.3,4.5,0.049,0.541,0.268,0.133,216,2.7,5.9,0.453
jere_robinson-earl_tot_26,25.0,22,0.364,16.4,109.3,119.5,-10.2,0.057,1.25,0.133,0.468,0.129,0.069,785,1.7,4.5,0.37
jere_lamb_tot_22,30.0,56,0.411,16.7,110.3,109.7,0.6,0.124,2.19,0.079,0.521,0.189,0.092,1965,2.4,6.2,0.383
jere_pargo_gsw_20,34.0,3,0.0,14.8,112.1,109.7,2.4,0.308,2.0,0.036,0.557,0.268,0.07,91,3.7,7.3,0.5
jeri_grant_was_20,27.0,6,0.167,13.4,103.4,107.0,-3.6,0.161,3.0,0.036,0.449,0.166,0.032,174,1.7,4.5,0.37
jeri_sims_nyk_22,23.0,41,0.463,13.5,109.3,102.9,6.5,0.054,1.05,0.148,0.674,0.068,0.074,1146,1.0,1.3,0.722
jeri_sims_tot_25,26.0,53,0.642,11.9,111.5,109.1,2.4,0.068,1.0,0.156,0.639,0.074,0.07,1295,0.8,1.3,0.634
jero_robinson_tot_20,23.0,63,0.571,15.5,105.0,106.0,-1.0,0.123,1.78,0.06,0.476,0.155,0.05,2193,1.8,4.9,0.371
jevo_carter_mem_19,23.0,39,0.231,14.8,99.8,106.7,-6.8,0.184,2.09,0.055,0.432,0.172,0.053,1179,1.4,4.7,0.303
jevo_carter_mil_23,27.0,81,0.704,22.4,109.2,107.2,1.9,0.15,2.53,0.052,0.56,0.149,0.073,3872,3.0,7.0,0.423
jimm_fredette_pho_19,30.0,6,0.167,10.8,92.1,117.6,-25.5,0.2,1.6,0.048,0.348,0.242,0.033,140,1.3,4.8,0.276
jimm_butler_tot_19,29.0,65,0.585,33.6,111.9,108.3,3.6,0.179,2.77,0.075,0.571,0.218,0.126,4660,6.4,13.9,0.462
jimm_butler_tot_25,35.0,55,0.655,31.7,115.9,109.6,6.3,0.26,4.03,0.085,0.626,0.203,0.145,3608,5.5,10.9,0.504
joak_noah_mem_19,34.0,42,0.333,16.5,103.5,101.7,1.8,0.202,1.78,0.161,0.571,0.191,0.142,1438,2.6,5.1,0.516
joak_noah_lac_20,35.0,5,0.8,10.0,88.8,103.4,-14.6,0.259,1.17,0.133,0.608,0.14,0.099,116,0.8,1.6,0.5
jock_landale_sas_22,26.0,54,0.444,10.9,107.9,109.0,-1.1,0.115,1.45,0.106,0.597,0.172,0.097,1266,1.9,3.8,0.495
jock_landale_tot_26,30.0,68,0.529,22.1,114.6,116.8,-2.2,0.11,1.92,0.123,0.595,0.177,0.098,3202,4.1,8.1,0.515
jodi_meeks_tor_19,31.0,8,0.875,13.0,118.8,113.0,5.8,0.096,4.0,0.056,0.647,0.169,0.09,223,2.6,4.9,0.538
joff_lauvergne_tot_17,25.0,70,0.586,14.0,103.3,106.9,-3.6,0.11,1.25,0.124,0.509,0.185,0.094,2008,2.1,4.8,0.44
john_butler_por_23,20.0,19,0.211,11.6,100.6,116.7,-16.1,0.066,11.0,0.036,0.411,0.102,0.024,487,0.9,2.8,0.321
john_henson_tot_20,29.0,40,0.2,15.0,104.0,104.7,-0.7,0.133,1.5,0.134,0.578,0.16,0.108,1255,2.4,4.3,0.556
john_jenkins_tot_19,28.0,26,0.308,12.8,100.3,106.7,-6.5,0.105,2.44,0.052,0.536,0.16,0.074,693,1.6,4.0,0.4
john_konchar_tot_26,30.0,56,0.321,19.9,106.1,112.0,-5.9,0.136,3.37,0.098,0.568,0.09,0.09,2447,1.7,3.6,0.472
john_poulakidas_dal_26,23.0,13,0.231,19.5,110.5,112.8,-2.3,0.061,2.75,0.053,0.611,0.153,0.069,560,3.0,7.0,0.429
john_wall_lac_23,32.0,34,0.441,22.2,105.0,111.6,-6.6,0.38,2.23,0.058,0.497,0.259,0.102,1614,4.1,10.0,0.407
john_motley_dal_18,23.0,11,0.091,16.0,100.9,104.3,-3.4,0.078,0.78,0.131,0.55,0.24,0.126,345,3.6,6.8,0.533
john_williams_lal_19,24.0,24,0.417,15.5,110.0,102.4,7.6,0.051,0.81,0.123,0.599,0.158,0.078,790,2.7,4.6,0.591
john_williams_was_20,25.0,15,0.467,12.0,101.3,112.9,-11.6,0.064,1.6,0.165,0.566,0.1,0.103,376,1.3,2.3,0.559
